Name des Begünstigten,Bezeichnung des Vorhabens,Jahr der Bewilligung,Jahr der Restzahlung,Gewährte Beträge,Bei Abschluss des Vorhabens gezahlte Gesamtbeträge
"Schwenk Dämmtechnik GmbH &#38;
Co.KG","Qualifizierung Elektroniker 2009, Teil 1",2009,2010,"9918,15","9918,15"
"Schwenk Dämmtechnik GmbH &#38;
Co.KG",Qualifizierung Führungskräfte bei Fa. Fibertek in den USA,2009,2010,"6222,52","6222,52"
"Schwenk Dämmtechnik GmbH &#38;
Co.KG",Qualifizierung Mechaniker 2009,2009,2010,"19261,6","19261,6"
Schwerdtner,Ausbildung benachteiligter Jugendlicher,2008,2009,2000,2000
Schwesig,"Ausbildung benachteiligter Jugendlicher/Altmarkkreis
Salzwedel",2008,2009,2000,2000
Schwiercz GmbH,POE Diehl & Schwiercz,2009,2012,"27329,78","27329,78"
Schwiercz GmbH,"Qualifizierung in den Bereichen berufs- und
arbeitspädagogische Qualifikation, rechtsbewusstes und
betriebswirtschaftliches Handeln, Kommunikation und Recht",2011,,"9206,11",
"Schwimmschule Flipper
Mitteldeutschland e.V.","Errichtung einer Schwimmschule, Ausbildung von
Übungsleitern/Rehakliniken in Bad Kösen FP-LOK",2009,,"9391,98",
"Schwubbs Sylvia Kühl & Marcel
Warnt GbR",Berufliche Erprobung im Unternehmen,2013,,"13820,34",
Schäfer Holztechnik,"Schulung für Bedienung CNC Maschine, Weeke
Bearbeitungszentrum Type BP 10, Nummer 0-250-05-0651",2009,,"2886,09",
"Schäfer Kran- und Transportlogistik
GmbH & Co. KG",Betriebsmanager,2013,,"974,35",
Schön Bürosysteme GmbH,Business-English/Technical English,2014,,6084,
"Schön, Yvonne",Permanent Make-up,2011,,"1391,29",
Schöne Gaststätten GmbH,Coaching,2012,2013,5400,5400
Schönefuß,Ausbildung benachteiligter Jugendlicher/ Landkreis Harz,2008,2009,2000,2000
Schönheitspflege,GAJL(EH),2010,,1980,
"Schüler-Institut für Technik und
angewandte Informatik",Junggründerzentrum Sachsen-Anhalt,2009,,54820,
Schülerhife Bismark-Osterburg,"Beratung, Hilfe und Unterstützung für sozial benachteiligte
und andere Familien mit Kindern im schulpflichtigen Alter/FP-
LOK/ Bismark,
Karl-Marx-Straße 4, 39629 Bismark",2008,2010,"8909,26","8909,26"
Schüssler Novachem GmbH,Fremdausbildung Chemielaborantin,2010,2012,"1128,47","1128,47"
SCHÜSSLER NOVACHEM GmbH,"Meistervorbereitung im Maurer- und Betonbauerhandwerk
Teil III und IV in den Bereichen Betriebswirtschaft,
Personalwesen, Arbeits-, Wirtschafts- und Steuerrecht sowie
Berufs- und Arbeitspädagogik",2010,2011,"3061,6","3061,6"
Scott Taszarski,Coaching,2013,2013,5400,5400
SEAB Umwelttechnik GmbH,Innovationsassistent,2012,,"40338,12",
"SEAB Umwelttechnik GmbH Solar-
Energie- Anlagenbau- Umwelttechnik","Eindringprüfung PT1 und PT2, Sichtprüfung VT1 und VT2",2013,2014,"4446,1","4446,1"
"SEAB Umwelttechnik GmbH Solar-
Energie- Anlagenbau- Umwelttechnik",Schweißerqualifizierung,2014,,"25593,4",
Sebastian Behrendt,Coaching,2013,,4860,
Sebastian Brandt,Coaching,2013,,4600,
Sebastian Dörge Küchenmontagen,Verkehrsleiter und LKW Führerschein,2014,,"3937,97",
Sebastian Franke,Elektrofachkraft für festgelegte Tätigkeiten nach BGV A3,2014,,"964,2",
Sebastian Frei,Zertifizierter VR-Finanzplaner (Volks- und Raiffeisenbanken),2014,,"3545,47",
Sebastian Klose,Coaching,2014,,5400,
Sebastian Neßler,"Weiterbildung zum Heilpraktiker/ Schmerz-und
Neuraltherapeut",2009,2010,"4129,3","4129,3"
Sebastian Oertel,Coaching,2013,2015,0,0
Sebastian Patz,Business English for Special Purposes,2014,,2100,
Sebastian Paul,Vorbereitung und Prüfung Notfallsanitäter,2014,,"997,2",
Sebastian Reh,"Qualitätsmanagement ISO 9001 &
Qualitätsmanagementsysteme",2014,,"2128,08",
Sebastian Ruttloff,Fachingenieur Energie,2014,,"3066,24",
Sebastian Scheibler,Coaching,2013,2014,5400,5400
Sebastian Scholz Rechtsanwalt,Fachanwaltslehrgang Verkehrsrecht,2011,,"3146,07",
Sebastian Seubert,Coaching,2014,2015,0,0
Sebastian Stephan,Coaching,2013,,1620,
Sebastian Welkert,"Windows 7 Configuring / Enterprise Desktop Support
Technican",2014,,"2810,4",
SECO GmbH,2x Fremdausbildung Werkzeugmechaniker,2013,,9000,
SECO GmbH,"Fremdausbildung von zwei Werkzeugmechanikern /
Vorrichtungstechnik",2011,2014,7825,7825
SECO GmbH,"Schulung FEM Simulation und Berechnung von
Motorenkomponenten",2014,,"4610,22",
SECO GmbH,Sprachkurs Portugiesisch (Brasilianisches Portugiesisch),2012,,"3006,52",
SECO GmbH,"Weiterbildung DMU 100 P / Siemens 840D, Anwender
Schulung: Programmieren und Bedienen, Ausbaustufe:
Ebentransformation",2014,,"16140,24",
SECO GmbH,Weiterbildung zum Qualitätsmanagement-Beauftragten,2013,2014,"1683,93","1683,93"
SECO GmbH,Zerspanungsmechniker,2009,2013,"4490,78","4490,78"
Seehauser Stalltechnik GmbH,Auto-CAD 2/3 D,2014,,1760,
Seehauser Stalltechnik GmbH,Berufliche Erprobung im Unternehmen,2014,,15840,
"Seehäuser Ver- und Entsorgungs
GmbH","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,"11313,37",
Seemann,"Übernahme aus Betriebsstilllegung/bzw.-einschränkung/
Landkreis Mansfeld-Südharz",2008,2009,2000,2000
Seemann,Übernahme aus BÜE/ Landkreis Mansfeld-Südharz,2008,2009,2000,2000
"Sefik Hidanovic Schrott- und
Buntmetallhandel",Berufliche Erprobung im Unternehmen,2014,,12960,
Segment-Behälter-Bau GmbH,Qualifizierung Gabelstaplerscheine,2014,,800,
Segment-Behälter-Bau GmbH,Qualifizierung zum Schweißfachmann,2014,,"3474,97",
Seidel,"Mobilisierung von arbeitslosen Frauen u. Personen m.
Behinderungen/ Wedringer Str. 8 Haldnesleben -FP LOK",2009,2011,"827,37","754,74"
SelectLine Software GmbH,Führungskräfteseminar - Besser führen (Baustein 1 - 3),2014,,486,
seleon GmbH,Innovationsassistent,2013,,40200,
Senioren Wohn- und Pflege GmbH,"Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,11880,
"Senioren- und Pflegezentrum ""Am
Lerchenberg"" gGmbH",Berufliche Erprobung im Unternehmen,2013,,11880,
"Senioren- und Pflegezentrum ""Am
Lerchenberg"" gGmbH","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,"11879,99",
"Senioren- und Pflegezentrum ""Am
Lerchenberg"" gGmbH","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,11880,
"Senioren- und Pflegezentrum ""Am
Lerchenberg"" gGmbH","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,11880,
"Senioren- und Pflegezentrum ""Am
Lerchenberg"" gGmbH","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,11880,
"Senioren- und Pflegezentrum ""Am
Lerchenberg"" gGmbH","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,11880,
"Senioren- und Pflegezentrum ""Am
Lerchenberg"" gGmbH","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,11880,
"Senioren- und Pflegezentrum ""Am
Lerchenberg"" gGmbH","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,11880,
"Senioren- und Pflegezentrum ""Am
Lerchenberg"" gGmbH","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,11880,
"Senioren- und Pflegezentrum ""Am
Lerchenberg"" gGmbH","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,11880,
"Senioren- und Pflegezentrum ""Am
Lerchenberg"" gGmbH","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,11880,
"Senioren- und Pflegezentrum ""Am
Lerchenberg"" gGmbH","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,11880,
"Senioren- und Pflegezentrum ""Am
Lerchenberg"" gGmbH","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,11880,
"Senioren- und Pflegezentrum ""Am
Lerchenberg"" gGmbH","Berufliche von Arbeitnehmer/innen in erwerbswirtschaftlich
orientierten Tätigkeiten",2013,,11880,
"Seniorenbegegnungsstätte ""Haus am
Park""","Hilfskraft bei der Betreuung der Senioren in der
Begegnungsstätte/FP LOK/Landkreis Harz",2012,2013,6000,6000
Seniorenhaus Am Persebach,"Weiterbildung zum Thema ""Sexualität in
Altenpflegeeinrichtungen""",2010,2010,"1028,57","1028,57"
Seniorenhaus Geiselblick,"Weiterbildung zum Thema ""Sexualität in
Altenpflegeeinrichtungen""",2010,2010,"2571,43","2571,43"
"Seniorenheim am Park
Orlowski/Staeger GbR",Berufliche Erprobung im Unternehmen,2014,,14256,
"Seniorenheim Jeberjahn Betriebs
GmbH & Co. KG",Berufliche Erprobung im Unternehmen,2013,,11880,
"Seniorenheim und Kurzzeitpflege
Stemmler GmbH","PC-Schulung Heimverwaltung/Pflegemanager, Palliative
Care, Pfelgedienstleitung, Arbeitsrecht,
Verhandlungsführung, Mitarbeitergesprächsführung, Zeit-
und Selbstmanagement, Konfliktmanagement",2013,,"24958,74",
Senioreninsel  Lübecker GmbH,"Vorbereitungskurs auf die Ausbildereignungsprüfung sowie
Qualifizierung in den Bereichen GmbH-Geschäftsführung und
GmbH-Management",2010,,1340,
"Seniorenresidenz an den Kienfichten
GmbH",berufliche Erprobung im Unternehmen,2014,,"10551,6",
"Seniorenresidenz an den Kienfichten
GmbH",berufliche Erprobung im Unternehmen,2014,,"12283,2",
"Seniorentagesstätte - Schloss Kläden
e. V.","""Betreuung von Senioren mit Pflegebedarf in einer
Seniorentagesstätte""/FP LOK/Kläden, Am Schloss 1, 39579
Kläden",2008,2010,"9442,37","9442,37"
"Seniorentagesstätte - Schloss Kläden
e. V.",Berufliche Erprobung im Unternehmen,2014,,13860,
"Seniorentagesstätte - Schloss Kläden
e. V.","Mit allen Sinnen leben - Begleitung von Menschen mit
Demenz/FP LOK/Landkreis Stendal",2013,2014,7488,7488
"Seniorenzentrum ""Am Stockberg""
Alten- und Pflegeheim GmbH & Co
KG",Weiterbildung in der Pflege,2010,,"1404,2",
"Seniorenzentrum ""Haus der
Generationen"" GmbH",Berufliche Erprobung im Unternehmen,2014,,11880,
"Seniorenzentrum ""Haus der
Generationen"" GmbH",Berufliche Erprobung im Unternehmen,2013,,11880,
"Seniorenzentrum ""Haus der
Generationen"" GmbH","Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,11880,
Sergey Matran,Coaching,2014,,5400,
Serien,"Ausbildung benachteiligter Jugendlicher/ Altmarkkreis
Salzwedel",2009,2009,2000,2000
Service Center GbR,POE Service Center GbR,2009,2011,"6943,04","6943,04"
"SES Solar- /Elektro und
Sanitärtechnik GmbH",Fremdausbildung Elektroniker GET,2009,2010,350,350
"SES Solar-, Elektro- und
Sanitärtechnik GmbH",Fremdausbildung zur Verbesserung der Ausbildungsqualität,2008,2009,2500,2500
"SET Schiffbau- und
Entwicklungsgesellschaft
Tangermünde mbH",Fremdausbildung Konstruktionsmechaniker,2009,2015,0,0
"SET Schiffbau- und
Entwicklungsgesellschaft
Tangermünde mbH",Fremdausbildung Verbesserung Ausbildungsqualität,2008,2012,4225,4225
"SET Schiffbau- und
Entwicklungsgesellschaft
Tangermünde mbH",Fremdausbildung Verbesserung Ausbildungsqualität,2008,2012,24925,24925
SETA GmbH,"""Erweiterung des Serviceangebots zum Wandertourismus
durch Mitarbeit am länderübergreifenden Projekt ""Harzer
Wandernadel"" als Beitrag für eine Gesundheitsregion Harz""",2008,,"63444,47",
SETA GmbH,"""Mobile Umweltwerkstatt Harz - Mitarbeit bei der Umsetzung
lokaler Projekte im Rahmen der Umsetzung der Agenda 21""Sicherung und weitere Steigerung der touristischen
Attraktivität""",2008,,"40606,97",
SETA GmbH,"Bienenlehrpfad / FP-LOK/ Blankenburg, Schlossberg 2,
38889 Blankenburg",2008,2010,"9599,88","9599,88"
SETA GmbH,"Gartenträume im Harz - Kleiderträume vom Barock bis
Biedermeier",2009,,"12459,66",
SETA GmbH,"Kultur - Natur und Kulinaria/ FP-LOK/ Blankenburg,
Schlossberg 2, 38889 Blankenburg",2008,2010,"9685,56","9685,56"
SETA GmbH,"Naturschutz und Landschaftspflege im Harz - Erhaltung
wichtiger Naturpotenziale als Motor der touristischen
Regionalentwicklung",2009,,"34070,34",
Seydaer Agrotechnik GmbH,"Fremdausbildg. zum Erwerb d. Führerscheins Klasse T f. d.
Ausbildg. z. Mechaniker f. Land- u. Bauma.",2012,2012,275,275
Seydaer Landwirtschafts GmbH,"Zusatzqualifikation Erwerb Führerschein Klasse T für die
Ausbildung zum Landwirt",2012,2012,"462,19","462,19"
Seydaer Landwirtschafts GmbH,Zusatzqualifikation Führerschein Klasse T,2009,2015,0,0
Seydaer Landwirtschafts GmbH,Zusatzqualifikation Führerschein Klasse T,2009,2010,500,500
Seydaer Landwirtschafts GmbH,"Zusatzqualifikation Führerschein Klasse T für die Ausbildung
zum Tierwirt",2012,2013,500,500
Seydaland Rinderzucht GmbH & C,Zusatzqualifikation Führerschein Klasse T,2009,2010,500,500
SGN Wälzlager GmbH Dessau,"Warenwirtschaft, Lagerwirtschaft, Verwaltung,
Wirtschaftsenglisch und Coaching",2013,,25237,
SGV Bau Eisleben GmbH,Übernahme aus BÜE/Landkreis Mansfeld-Südharz,2008,2009,2000,2000
"SH BTI GmbH
Brandschutztechnisches
Ingenieurbüro","Schulung zur Anwendung von ""PlanX""
Spezialsoftware für Brandschutz",2009,,"838,98",
"SHIA Selbsthilfe für Alleinerziehende
e.V.","""Gelbe Feen"" - Spiel- und Beschäftigungsangebot für Kinder
im Krankenhaus",2014,,"91049,75",
SHP Steriltechnik AG,"Mathematik, BWL, VWL, Mikroökonomie, Ökonomie
staatlichen Handelns, Marketing, Explorative Datenanalyse,
Academic Skills, Entscheidungstheorie, Investitionstheorie",2013,,2990,
SHS Riedel Heizung/Sanitär GmbH,"Qualifizierung  Baustellenabwicklung, CMS, Online-
Marketing, osCommerce und Vertrieb",2010,,16800,
SHS Riedel Heizung/Sanitär GmbH,Qualifizierung zum Kundendiensttechniker,2010,,"1994,99",
SHS Riedel Heizung/Sanitär GmbH,"Qualitätsmanagement, Gesprächsmanagement und
Teamarbeit, Datenschutz und Datensicherheit,
Wissenstransfer und Kundenkommunikation, Führung und
Organisation, Coaching",2013,2014,26610,26610
SIBAU Genthin GmbH & Co. KG,Magnetpulverprüfung MT 1 & MT 2,2013,2014,"1844,29","1844,29"
SIBAU Genthin GmbH & Co. KG,"Schweißen MAG (Stufe 2-3), Schweißen MAG (Stufe 1-4)",2013,2014,6877,6877
"SIBREX Fachhandel und
Ingenierbüro",POE Sibrex,2009,,25360,
Sidra Wasserchemie Bitterfeld GmbH,1x Fremdausbildung Chemikant,2010,2012,4500,4500
Sidra Wasserchemie Bitterfeld GmbH,Fremdausbildung Chemiekant,2011,2013,4500,4500
Sidra Wasserchemie Bitterfeld GmbH,Fremdausbildung Chemikantin / Industriemechaniker,2009,2010,9000,9000
Sidra Wasserchemie Bitterfeld GmbH,Fremdausbildung Industriemechaniker,2009,2011,4500,4500
Sieben Sinne GbR,Kurz Fachkosmetikerin,2008,2010,"699,3","699,3"
Sieben Sinne GbR,Qualifizierung von Beschäftigten,2008,2010,"130,2","130,2"
Sieber Martina,Lehrgang zum Energieberater,2008,2011,1127,1127
Siebert,"Schaffung einer dauerhaften Arbeitsstelle f. Fütterungs- und
Haltungsberatung/FP-LOK",2009,2010,10000,10000
"Siebert, Reinhard","Aufbau der Direktvermarktung eigener und regionaler
Ökoprodukte/FP-LOK/ Landkreis Wittenberg",2009,2012,10000,10000
Siegbert Kinne,Fremdausbildung eines Zerspanungsmechanikers,2010,2011,420,420
Siegbert Kinne,Fremdausbildung zum Zerspanungsmechaniker,2010,2012,630,630
Siegfried Partes,Führerscheinerwerb Klasse T,2013,2013,"476,32","476,32"
"Siegmar Bartholomäus Steinmetz&
Steinbildhauermeisterbetrieb",Berufliche Erprobung im Unternehmen,2014,,14400,
SIG Combibloc GmbH,POE SIG Combibloc,2008,2011,"83248,8","83248,8"
Signe Lindauer,Fachkraft für Frühpädagogik,2014,,840,
Sigrun Schieferstein,Feldenkrais Ausbildung,2014,,4408,
SILBER Anlagentechnik GmbH,Innovationsassistent,2012,,38142,
SILBER Anlagentechnik GmbH,Lehrgänge für Mitarbeiter der SILBER Anlagentechnik GmbH,2012,,"4994,8",
Silbersack Rechtsanwälte GbR,Vorbereitungslehrgang zum Fachanwalt für Arbeitsrecht,2013,2014,"2305,38","2305,38"
Silencio,Qualifizierung Fußpflege und Fußreflexzonenmassage,2009,2010,"759,64","759,64"
"Silicon Products Bitterfeld GmbH &
Co. KG","Weiterbildung im kaufmännischen Bereich und im Bereich
der Produktsherstellung bzw -bearbeitung",2014,,"25080,25",
"Silicon Products Bitterfeld GmbH &
Co.KG",Innovationsassistent,2013,,35000,
"Silicon Products Bitterfeld GmbH &
Co.KG",Innovationsassistent,2013,,44000,
"Silicon Products Bitterfeld
Verwaltungs GmbH","Persönliche Haftung der Geschäftsführer, Betriebswirtschaft
sowie Business Development",2014,,"3191,88",
Silke Arzt,"Klangtherapie und Klanganwendungen, Geistheilung",2014,,3556,
Silke Babette Günther,hairfree Grund- und Intensivseminar,2014,,1408,
Silke Bieling,"Faszium Fortbildung; Atlas Therapie; CDM
Kiefergelenkstherapie; Akupunktur nach Thews; Autogenes
Traing - Seminarleiterschein",2014,,"5143,04",
Silke Brachwitz,Ausbildung zum Schroth-Therapeuten,2014,,"1642,54",
Silke Brachwitz,"Qualifizierung Manuelle Therapie (Ex 2, Ex 3, Ws 1, Ws 2),
Bobath und PNF",2012,2014,"6740,08","6740,08"
Silke Brachwitz,"Qualifizierung Manuelle Therapie Ärztlicher Unterricht,
Prüfungsvorbereitung +
Abschlussprüfung",2014,,1053,
Silke Brachwitz,Qualifizierung Rückenschullehrer Lizens,2013,2014,"805,04","805,04"
Silke Böhme,Bobath - Kurs,2014,,1264,
Silke Constabel,"Weiterbildung zum Fachberater für Controlling und
Finanzwirtschaft (DSTV e.V.)",2014,,"3827,2",
Silke Cronacher-Berls,Fernkurs zertifizierter Vereins-/Berufsbetreuer,2014,,"1598,4",
Silke Herttan Physiotherapie,Berufliche Erprobung im Unternehmen,2014,,12672,
Silke Hothmann,Qualifizierung von Beschäftigten,2008,2011,"3864,76","3864,76"
Silke Hothmann,Tierpsychologie Katze,2013,,"1442,7",
Silke Kirchner,"Coaching, Team- und Orga-Entwicklung",2014,2014,"1295,21","1295,21"
Silke Klapproth,Coaching,2012,2012,3600,3600
Silke Koch & Kathleen Rumstedt GbR,Coaching,2013,,3060,
Silke Kunkel,1 Semester Bachelor of Arts Frühpädagogik,2014,,"945,6",
Silke Leiser,Bobath-Grundkurs,2014,,1456,
Silke Nickel,Berufliche Erprobung im Unternehmen,2014,,6480,
Silke Nickel,"Berufliche Erprobung von Arbeitnehmer/innen in
erwerbwirtschaftlich orientierten Tätigkeiten",2013,,"10197,53",
Silke Richter,Coaching,2011,2013,5400,5400
Silke Richter,"Yoga Teil 1, Sektoraler Heilpraktiker",2012,2013,"8096,76","8096,76"
Silke Schneider,Systemische Sexualtherapie (3 Kurse),2014,,"1121,28",
Silke Schröder,Ausbildung zum systemischen Businesscoach,2014,2014,3339,3339
Silke Siedler,"Der Parzivalhof - ein Ort für soziales, kulturelles und
landwirtschaftliches Lernen, Leben und Arbeiten/ FP-LOK/
Altmarkkreis Salzwedel",2009,2011,"5078,46","5078,46"
Silke Stefan,Bobath-Grundkurs,2014,,1422,
Silke Suszwendyk,Handtherapeut - Einführungskurs und Basiskurs I - V,2013,,"1239,95",
Silke Swolana,Marte Meo - Aufbaukurs,2014,,"1121,28",
Silobau Halle GmbH,Technologieschulung,2013,,"13611,08",
Silvana Brandes,"Modul 2 ""Erfolg durch nachhaltige Personalentwicklung""",2014,,"2878,41",
Silvana Brandes,Photoshop CC 14,2013,,"2440,42",
Silvana Dedek,Coaching,2013,2014,5400,5400
Silvana Steffen,"Ausbildung zum Heilpraktiker, Teil 2",2013,,"3308,59",
Silvana Steffen,Osteopathie,2014,,"1324,25",
Silvana Steffen,Qualifizierung zur Heilpraktikerin,2013,,"2874,61",
"Silvia Apel Häusliche Krankenpflege
und Seniorenbetreuung","Pflegemanagementfortbildung, Datenschutzbeauftragte,
Risikomanagement, Qualitätsbeauftragte",2014,,"4540,54",
"Silvia Apel Häusliche Krankenpflege
und Seniorenbetreuung","Qualitätsbeauftragter, Pflegemanagementfortbildung, EDV-
Datenschutzbeauftragter",2013,2014,"1047,52","1047,52"
Silvia Buschhardt,Osteopadie (13 Kurse),2014,,5455,
Silvia Dammer,Qualifizierung im Bereich der Kunst des Erzählens,2010,,"1748,82",
Silvia Menger,"Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,4320,
Silvia Metzler,Manuelle Lymphdrainage,2014,,1383,
Silvia Rust,Weiterbildung zur Kinder-Bobaththerapeutin,2012,,"4551,88",
Silvia Rust,Weiterbildung zur Kinder-Vojta-Therapeutin,2013,,"4865,47",
Silvia Schultz,Pacht eines Restaurants,2010,2010,4500,4500
Silvia Ulrich,Optikassistent,2013,,"1619,27",
Simon & Focken GmbH,"Mitarbeiterqualifizierung sowie Ausbildung von
Führungskräften und fachlichen Ansprechpartner im Rahmen
des Aufbaus des Standortes Magdeburg",2013,,"81281,54",
Simon & Focken Halle GmbH,Qualifizierung für Telekommunikationsdienstleistungen,2014,,"48140,64",
Simon & Focken Magdeburg GmbH,Qualifizierung Telekommunikationsdienstleistungen,2014,,"65621,4",
Simon Möbel GmbH,Ausbildung benachteiligter Jugendlicher/ Landkreis Harz,2008,2009,2000,2000
Simon Möbel GmbH,"Fremdausbildung Holzmechaniker / Zusatzqualifikation
Maschinenlehrgang (TSM)",2013,,2399,
Simon Möbel GmbH,Zusatzqualifikation Maschinenlehrgang TSM,2013,2014,308,308
Simon Möbel GmbH,"Zusatzqualifikation Tischler- Schreiner Maschinenlehrgang 3
(TSM3)",2014,2014,308,308
Simon Schröder,Coaching,2014,,5400,
Simon Schröder,Messe,2014,,"1099,76",
Simon Schwalm,"Grundwoche Umsatzsteuer/ Einkommensteuer &
Klausurenfernkurs Steuerberater",2014,,"2059,2",
SIMON WERBUNG GmbH,Berufliche Erprobung im Unternehmen,2014,,11880,
SIMON WERBUNG GmbH,"Phozoshop, Arbeitseffizienz, Gesprächsführung, Joomla",2014,,"25359,05",
SIMON WERBUNG GmbH,Projektmanagement und -controlling,2011,,"10349,9",
SIMON WERBUNG GmbH,Qualifizierung easyJob,2012,,"22468,85",
SIMON WERBUNG GmbH,"Qualifizierung in den Bereichen Kommunikation, IT und
Qualitätsmanagement",2010,,8010,
SIMON WERBUNG GmbH,"Überzeugende Gesprächsführung sowie Umgang mit Abwehr
und Einwänden in Veränderungsprozessen, Moderation in
eigener Sache, Komplexe Veränderungen beherrschen,
Strategie-Management und Prozessoptimierung",2011,,"12395,84",
Simona Wesser,Finanzbuchhaltung mit SAP,2014,,"1952,46",
Simone Gennrich,Facherzieher/in für Inklusionspädagogik,2014,,0,
Simone Hörnig,Coaching,2012,2014,5400,5400
Simone Imbsweiler,Zahnmedizinische Prophylaxeassistentin ZMP,2014,,"3391,74",
Simone Karner,"Erwerb beschleunigte Grundqualifikation nach
Berufskraftfahrerqualifikationsgesetz",2014,,"2065,7",
Simone Kleinert,Fachspezifische Qualifizierung für pädagogische Fachkräfte,2014,2014,1040,1040
Simone Laue,"Osteopathie in den Bereichen Reflex, Extremitäten,
Neurologie, LWS, BWS, Faszien, Psychologie, Cranial,
Klinische St., Methodologie, GOT, Viszeral und
Differentialdiagnostik",2013,2014,"3308,2","3308,2"
Simone Laue,Osteopathieausbildung  - 6 Seminare,2014,,2656,
Simone Laue,"Osteopathieausbildung in den Bereichen Philosophie,
Becken, Extremitäten, Neurologie, Reflex, Cranial, GOT,
Viszeral, LWS sowie Differentialdiagnostik",2012,2013,2163,2163
Simone Neumann,"Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,11880,
Simone Ogurek,Betreuungskraft/Alltagsbegleiter,2014,,0,
Simone Puschmann Glückspoint,Berufliche Erprobung im Unternehmen,2014,,7560,
Simone Rose,"Unternehmensaufbau Heuhotel Geetsgottberg /Am Aland 1,
Geesgottberg FP-LOK",2009,2010,7000,7000
Simone Schalk,"Qualifizierung im Bereich Frauen-Naturheilkunde mit dem
Schwerpunkt Phytotherapie",2010,,"1187,77",
Simone Schönefeld,Manuelle Therapie,2011,,"962,51",
Simone Schönefeld,Manuelle Therapie (Module 6 bis 9),2012,2013,"962,5","962,5"
Simone Ziegel Salon Ziegel,Berufliche Erprobung im Unternehmen,2014,,5184,
Simulationszentrum Halle (S) GbR,"KTQ-Training (Kooperation für Transparenz und Qualität im
Gesundheitswesen)",2010,,"2028,71",
Sina Bahnmaier,"Manuelle Lymphdrainage und Ödemtherapie nach Dr.
Asdonk",2014,2014,1125,1125
Sina Bergmann,Fachanwaltslehrgang Arbeitsrecht,2012,2014,"2799,39","2799,39"
Sina Bergmann,Fachanwaltslehrgang Sozialrecht und Arbeitsrecht aktuell,2011,,"2987,26",
"Sina Fahrzeug- und Hebetechnik
GmbH",Fremdausbildung zum Kraftfahrzeugmechatroniker,2010,2014,2425,2425
Sina Kleist,"Weiterbildung zur Qualitätsgesicherten Ernährungsberatung
im Rahmen des Zertifikats ""Ernährungsberater/ -in""
(Diagnose Depression, Erfolgreich verhandeln, Wenn Eltern
auf das Ernährungsverhalten ihrer Kinder Einfluss nehmen
wollen oder müssen ..., Lernen",2014,,408,
Sina Mähnert,"Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,15620,
Sina Werner-Grzyb,Fachkraft für Praxisanleitung,2011,,750,
Sina Werner-Grzyb,"Führungskommunikation, Teamkommunikation-interne
Kommunikation-Kundenkommunikaton",2013,2014,"11312,71","11312,71"
Sina Werner-Grzyb,Praxisanleiter,2014,2014,980,980
Sina Wild,Facherzieherin für Inklusionspädagogik,2014,,0,
Sina-Simone Schreier,Coaching,2014,,3600,
sinatec GmbH,"Übernahme aus Betriebsstilllegung oder -einschränkung/LK
Salzlandkreis",2009,2009,2000,2000
SincoTec FuE GmbH & Co. KG,Innovationsmanager,2011,2013,86400,86400
Sindy Beer Sindy ́s Blumenpavillon,"Berufliche Erprobung von Arbeitnehmer/innen in
erwerbswirtschaftlich orientierten Tätigkeiten",2013,,"15013,79",
Sindy Hacke,Heilpraktikerin,2014,,"2515,5",
Sindy Schwarz,Coaching,2014,,5400,
SINUS GmbH,Fremdausbildung Industriemechaniker,2009,2010,3150,3150
