Tytu≥ projektu;Nazwa beneficjenta;WartoúÊ projektu;Dofinansowanie z EU;Multimedia;Dziedzina;Czy projekt jest realizowany na obszarze wiÍkszym niø jedna jednostka administracyjna?
Dzienny Dom Opieki Medycznej przy NZOZ PRAXIS w Nowym Sπczu;"""PRAXIS"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";998414.86;841464.04;Nie;ochrona zdrowia;Tak
Stawiamy na DDOM ñ wsparcie rozwiπzaÒ systemowych w ochronie zdrowia;SAMODZIELNY PUBLICZNY SPECJALISTYCZNY SZPITAL ZACHODNI IM. JANA PAW£A II W GRODZISKU MAZOWIECKIM;998302.12;841369.02;Nie;ochrona zdrowia;Tak
Opracowanie koncepcji i za≥oøeÒ merytorycznych programÛw polityki zdrowotnej planowanych do wdroøenia w procedurze konkursowej;MINISTERSTWO ZDROWIA;998043.00;841150.64;Nie;ochrona zdrowia;Nie
Nowe moøliwoúci - nowe szansze;GMINA BRZEèNICA - GMINNY OåRODEK POMOCY SPO£ECZNEJ W BRZEèNICY;989169.24;840793.85;Nie;brak;Nie
ÑAktywizacja osÛb powyøej 30 roku øycia pozostajπcych bez pracy w Powiecie O≥awskimî;POWIAT O£AWSKI / POWIATOWY URZ•D PRACY W O£AWIE;988600.00;840300.00;Nie;praca i integracja spo≥eczna;Nie
Strategia w biznesie - doradztwo dla mikro, ma≥ych i úrednich przedsiÍbiorstw z regionu kujawsko-pomorskiego;"""PRACODAWCY POMORZA I KUJAW"" ZWI•ZEK PRACODAWC”W";996999.99;840271.59;Nie;brak;Nie
Poprawa jakoúci øycia osÛb starszych i niesamodzielnych poprzez dzia≥alnoúÊ Dziennego Domu Opieki Medycznej w Zg≥obniu;NIEPUBLICZNY ZAK£AD OPIEKI ZDROWOTNEJ SOKRATES SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI• SP”£KA KOMANDYTOWA;996764.11;840072.79;Nie;ochrona zdrowia;Tak
Jestem Europejczykiem - znam jÍzyki obce;NASZA WIELKOPOLSKA;988313.70;840066.64;Nie;nauka i edukacja;Nie
Bπdü Europejczykiem - poznaj jÍzyki!;ANITA PO£CHOWSKA DAILY SCHOOL SZKO£A J ZYK”W OBCYCH;988313.70;840066.64;Nie;nauka i edukacja;Nie
Kompetencje jÍzykowe i TIK dla Wielkopolan;NS KONSULTING SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;988209.50;839978.08;Nie;nauka i edukacja;Nie
Program wsparcia dla osÛb d≥ugotrwale bezrobotnych i niepe≥nosprawnych w Klubie Integracji Spo≥ecznej;£UKASZ GO£ BIOWSKI - INTEREGO - SZKOLENIA, DORADZTWO, TERAPIA;985901.25;838016.06;Nie;brak;Nie
Oda do m≥odoúci;BIURO DORADCZO-SZKOLENIOWE APLIKON MARCIN DREWNOWSKI;992930.00;836841.40;Nie;praca i integracja spo≥eczna;Tak
Wysokiej jakoúci staøe szansπ na konkurencyjnym rynku pracy - staøe dla studentÛw Krakowskiej Akademii kierunkÛw Finanse i rachunkowoúÊ oraz Zarzπdzanie;KRAKOWSKA AKADEMIA IM.ANDRZEJA FRYCZA MODRZEWSKIEGO;991697.20;835802.40;Nie;nauka i edukacja;Nie
Kompleksowy program podniesienia jakoúci kszta≥cenia dla ZSR w Lututowie;POWIAT WIERUSZOWSKI;982325.00;834976.25;Nie;brak;Tak
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie hajnowskim (I);POWIAT HAJNOWSKI/POWIATOWY URZ•D PRACY W HAJN”WCE;990400.00;834700.00;Nie;praca i integracja spo≥eczna;Nie
Dobry start dla M≥odych;TERRA SZKOLENIA I DORADZTWO PRZEMYS£AW OMIECZY—SKI;907745.00;834126.88;Nie;praca i integracja spo≥eczna;Nie
TwÛj los w Twoich rÍkach;CENTRUM EDUKACJI I WSPARCIA RES-GEST;981250.00;834062.50;Nie;brak;Nie
M≥odzi na START ñ nowe perspektywy pracy na terenie trÛjkπta turystycznego: Kazimierz Dolny ñ Na≥ÍczÛw - Pu≥awy;ZWI•ZEK STOWARZYSZE— FORUM LUBELSKICH ORGANIZACJI POZARZ•DOWYCH;906409.00;832899.23;Nie;praca i integracja spo≥eczna;Nie
Czas na pracÍ - Czas na ø≥obek!;INSTYTUT ROZWOJU PRZEDSI BIORCZOåCI I INICJATYW SPO£ECZNYCH;979848.00;832870.80;Nie;brak;Nie
Aktywizacja zawodowa osÛb bezrobotnych, w tym zw≥aszcza znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie namys≥owskim (II).;POWIAT NAMYS£OWSKI/POWIATOWY URZ•D PRACY W NAMYS£OWIE;979548.30;832616.05;Nie;praca i integracja spo≥eczna;Nie
Zmotywowani i aktywni (II);POWIAT GRAJEWSKI/POWIATOWY URZ•D PRACY W GRAJEWIE;978681.00;831879.00;Nie;praca i integracja spo≥eczna;Nie
Czas zmian!;"""O.K. CENTRUM J ZYK”W OBCYCH"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOSCI•";977878.13;831196.41;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie giøyckim (II);POWIAT GIØYCKI/POWIATOWY URZ•D PRACY W GIØYCKU;904221.57;830889.20;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb bezrobotnych w wieku powyøej 30 roku øycia zarejestrowanych w Miejskim UrzÍdzie Pracy w Lublinie (I);GMINA LUBLIN / MIEJSKI URZ•D PRACY W LUBLINIE;977181.00;830603.85;Nie;praca i integracja spo≥eczna;Nie
Staøe praktycznπ stronπ wiedzy;UCZELNIA TECHNICZNO-HANDLOWA IM. HELENY CHODKOWSKIEJ;984066.93;829371.60;Nie;nauka i edukacja;Nie
Bydgoski Dzienny Dom Opieki Medycznej;SAMODZIELNY PUBLICZNY WIELOSPECJALISTYCZNY ZAK£AD OPIEKI ZDROWOTNEJ MINISTERSTWA SPRAW WEWN TRZNYCH W BYDGOSZCZY;983893.50;829225.44;Nie;ochrona zdrowia;Nie
"Poprawa dostÍpnoúci do edukacji przedszkolnej w Gminie Kostrzyn i podniesienie kwalifikacji kadry pedagogicznej w przedszkolu ""S≥oneczko""";"PRZEDSI BIORSTWO WIELOBRANØOWE ""J&P"" JANINA KRZYWICKA";975450.00;829132.50;Nie;nauka i edukacja;Nie
Aktywizacja zawodowa osÛb bezrobotnych, w tym zw≥aszcza znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie oleskim (II);POWIAT OLESKI / POWIATOWY URZ•D PRACY W OLEåNIE;975099.86;828834.88;Nie;praca i integracja spo≥eczna;Nie
POSTAW NA PRAC ;GMINA MIASTO USTKA;975000.00;828750.00;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie monieckim (II);POWIAT MONIECKI/POWIATOWY URZ•D PRACY W MO—KACH;982155.00;827760.00;Nie;praca i integracja spo≥eczna;Nie
Gmina Ska≥a szansπ dla wszystkich;GMINA SKA£A - MIEJSKO GMINNY OåRODEK POMOCY SPO£ECZNEJ;973315.39;827318.08;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie wysokomazowieckim (II);POWIAT WYSOKOMAZOWIECKI/POWIATOWY URZ•D PRACY W WYSOKIEM MAZOWIECKIEM;981219.00;826971.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb bezrobotnych i poszukujπcych pracy w powiecie obornickim (I);POWIAT OBORNICKI/POWIATOWY URZ•D PRACY W OBORNIKACH;972741.40;826830.19;Nie;praca i integracja spo≥eczna;Nie
STUDIUJESZ? PRAKTYKUJ! - PROGRAM STAØY WYDZIA£U MECHANICZNEGO POLITECHNIKI £”DZKIEJ;POLITECHNIKA £”DZKA;980133.75;826056.72;Nie;nauka i edukacja;Nie
Aktywizacja osÛb w wieku 30 lat i wiÍcej pozostajπcych bez pracy w powiecie gorlickim (I);POWIAT GORLICKI/POWIATOWY URZ•D PRACY W GORLICACH;971751.04;825988.38;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie oleskim (I);POWIAT OLESKI/POWIATOWY URZ•D PRACY W OLEåNIE;979999.96;825943.97;Nie;praca i integracja spo≥eczna;Nie
Zarzπdzanie strategiczne kluczem do sukcesu;PRACODAWCY LUBELSZCZYZNY LEWIATAN;978232.50;824454.35;Nie;brak;Nie
Aktywizacja osÛb 30+ w powiecie gÛrowskim;POWIAT G”ROWSKI/POWIATOWY URZ•D PRACY W G”RZE;969100.00;823700.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie bielskim (II);POWIAT BIELSKI/POWIATOWY URZ•D PRACY W BIELSKU PODLASKIM;977252.00;823628.00;Nie;praca i integracja spo≥eczna;Nie
JÍzyki nam nieobce;BETTERFIELD S.C. MAGDALENA HELMAN-BARYLSKA, SYLWIA SZCZEPA—SKA;968859.90;823530.91;Nie;nauka i edukacja;Nie
PowrÛt na rynek pracy;CONSULTOR SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;968638.15;823342.42;Nie;praca i integracja spo≥eczna;Tak
Strategia Rzemios≥ - kompleksowe wsparcie w zakresie zarzπdzania strategicznego.;CECH RZEMIOS£ R”ØNYCH I PRZEDSI BIORCZOåCI W KATOWICACH;976387.50;822899.38;Nie;brak;Nie
Nauka, praktyka, zawÛd, praca;MIASTO SKIERNIEWICE;968096.58;822882.09;Nie;brak;Nie
Aktywizacja osÛb bezrobotnych znajdujπcych siÍ w szczegÛlnej sytuacji na rynku pracy w powiecie trzebnickim w 2015 roku;POWIAT TRZEBNICKI/POWIATOWY URZ•D PRACY W TRZEBNICY;967900.00;822700.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb bezrobotnych i poszukujπcych pracy w powiecie krotoszyÒskim (I);POWIAT KROTOSZY—SKI/POWIATOWY URZ•D PRACY W KROTOSZYNIE;967800.00;822630.00;Nie;praca i integracja spo≥eczna;Nie
"""ChcÍ i pracujÍ - aktywizacja zawodowa i spo≥eczna osÛb z dysfunkcjami s≥uchu z terenu woj.opolskiego""";FUNDACJA ROZWOJU DEMOKRACJI LOKALNEJ;968251.20;822615.79;Nie;brak;Tak
Klub NOTA BENE ñ rozwÛj, pasja, kreacja;STOWARZYSZENIE PROFILAKTYKI I RESOCJALIZACJI AD REM;967166.14;822091.22;Nie;ochrona zdrowia;Nie
Dziú aktywne-jutro pracujπce!;"""O.K. CENTRUM J ZYK”W OBCYCH"" SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•";893777.00;821291.69;Nie;praca i integracja spo≥eczna;Nie
Czas na STAØ;UNIWERSYTET PEDAGOGICZNY IM. KOMISJI EDUKACJI NARODOWEJ W KRAKOWIE;972526.83;819645.61;Nie;nauka i edukacja;Nie
POWER do pracy.;STOWARZYSZENIE CRAS CENTRUM ROZWOJU AKTYWNOåCI SPO£ECZNEJ;890343.75;818136.87;Nie;praca i integracja spo≥eczna;Nie
Czas na staø- wsparcie studentÛw kierunku Turystyka i Rekreacja Wyøszej Szko≥y Turystyki i JÍzykÛw Obcych w Warszawie;WYØSZA SZKO£A TURYSTYKI I J ZYK”W OBCYCH W WARSZAWIE;970183.38;817670.55;Nie;nauka i edukacja;Nie
"""Aktywizacja osÛb bezrobotnych w wieku 30+ zarejestrowanych w Powiatowym UrzÍdzie Pracy w Jaworznie (II)""";MIASTO JAWORZNO/POWIATOWY URZ•D PRACY W JAWORZNIE;961597.50;817357.90;Nie;brak;Nie
Od bezrobocia do zatrudnienia (I);POWIAT KOLNE—SKI/POWIATOWY URZ•D PRACY W KOLNIE;961200.00;817000.00;Nie;praca i integracja spo≥eczna;Nie
Kompleksowe wsparcie gwarancjπ aktywnoúci;£OMØY—SKA RADA FEDERACJI STOWARZYSZE— NAUKOWO-TECHNICZNYCH NOT W £OMØY;969304.85;816930.13;Nie;praca i integracja spo≥eczna;Tak
PO WER na start!;WIELKOPOLSKI INSTYTUT ROZWOJU PRZEDSI BIORCZOåCI I EDUKACJI £UKASZ DYMEK;968913.00;816599.87;Nie;praca i integracja spo≥eczna;Tak
Aktywizacja osÛb po 29. roku øycia pozostajπcych bez pracy w powiecie ≥Ûdzkim wschodnim (I);POWIAT £”DZKI WSCHODNI / POWIATOWY URZ•D PRACY £”Dè-WSCH”D;958600.00;814800.00;Nie;praca i integracja spo≥eczna;Nie
"""Droga do zmian - integracja spo≥eczna i zawodowa w Gminie Sucha Beskidzka""";GMINA SUCHA BESKIDZKA/MIEJSKI OåRODEK POMOCY SPO£ECZNEJ W SUCHEJ BESKIDZKIEJ;958526.25;814730.25;Nie;brak;Nie
MogÍ, chcÍ i nie obawiam siÍ pracowaÊ! Kompleksowy program wsparcia dla M≥odych OsÛb Niepe≥nosprawnych z wojewÛdztwa pomorskiego, biernych zawodowo, w wieku 25-29.;FUNDACJA PARTYCYPACJI SPO£ECZNEJ;966502.50;814568.31;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie hajnowskim (II);POWIAT HAJNOWSKI/POWIATOWY URZ•D PRACY W HAJN”WCE;965028.00;813326.00;Nie;praca i integracja spo≥eczna;Nie
Kino Marzenie - Twoje marzenie o pracy stanie siÍ realne;"SP”£DZIELNIA SOCJALNA ""KINO MARZENIE""";956162.50;812738.12;Nie;brak;Nie
PRACUJ•CY RODZIC;OST-BUD S£AWOMIR OSET;955876.25;812494.80;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja dla m≥odych;FUNDACJA CONCEPTUS;884188.10;812480.45;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb w wieku 30 lat i wiÍcej pozostajπcych bez pracy w powiecie suskim (II) ÑAktywni 30+ bisî;POWIAT SUSKI/POWIATOWY URZ•D PRACY W SUCHEJ BESKIDZKIEJ;955823.05;812449.59;Nie;brak;Nie
M≥odzi na start;CENTRUM PROMOCJI BIZNESU PAWE£ ZAJ•C;883020.00;811407.07;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie wÍgorzewskim (II);POWIAT W GORZEWSKI/ POWIATOWY URZ•D PRACY W W GORZEWIE;881493.34;810004.23;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie wysokomazowieckim (I);POWIAT WYSOKOMAZOWIECKI/POWIATOWY URZ•D PRACY W WYSOKIEM MAZOWIECKIEM;961000.00;809900.00;Nie;praca i integracja spo≥eczna;Nie
Aktywni, kreatywni;CREATOR SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;881127.50;809668.05;Nie;praca i integracja spo≥eczna;Tak
STAØ PRZEPUSTK• DO KARIERY! - staøe zawodowe dla studentÛw Turystyki i Rekreacji oraz Pedagogiki WSB w Toruniu.;WYØSZA SZKO£A BANKOWA W TORUNIU;959999.30;809087.41;Nie;nauka i edukacja;Nie
Aktywizacja zawodowa osÛb bezrobotnych, w tym zw≥aszcza znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie strzeleckim (II);POWIAT STRZELECKI/POWIATOWY URZ•D PRACY W STRZELCACH OPOLSKICH;951078.24;808416.50;Nie;praca i integracja spo≥eczna;Nie
"""50+ Aktywna na rynku pracy""";FUNDACJA NA RZECZ POPRAWY JAKOåCI ØYCIA ÑOD-NOWAî;950490.75;807917.14;Nie;praca i integracja spo≥eczna;Nie
Certyfikowane szkolenia informatyczne dla mieszkaÒcÛw wojewÛdztwa wielkopolskiego;TRUSTCON SP. Z O. O.;950400.00;807840.00;Nie;nauka i edukacja;Nie
Aktywizacja osÛb w wieku 30 lat i wiÍcej pozostajπcych bez pracy w powiecie brzeskim (I);POWIAT BRZESKI/POWIATOWY URZ•D PRACY W BRZESKU;950200.00;807670.00;Nie;brak;Nie
Artyúci jutra - podniesienie kompetencji studentÛw Akademii Muzycznej w Krakowie;AKADEMIA MUZYCZNA W KRAKOWIE;958162.50;807539.35;Nie;nauka i edukacja;Nie
Aktywizacja zawodowa osÛb powyøej 29 roku øycia pozostajπcych bez pracy w powiecie buskim (II);POWIAT BUSKI/POWIATOWY URZ•D PRACY W BUSKU-ZDROJU;949103.05;806737.59;Nie;praca i integracja spo≥eczna;Nie
JÍzyk obcy i komputer - mÛwiÍ i rozumiem!;"STOWARZYSZENIE ,,WOLNA PRZEDSI BIORCZOå∆"" ODDZIA£ TERENOWY W GDA—SKU";948378.30;806121.56;Nie;nauka i edukacja;Tak
Aktywizacja osÛb po 29. roku øycia pozostajπcych bez pracy w powiecie wieluÒskim (II);POWIAT WIELU—SKI / POWIATOWY URZ•D PRACY W WIELUNIU;947387.00;805313.60;Nie;praca i integracja spo≥eczna;Nie
Aktywni i pe≥nosprawni;EUROPEJSKI DOM SPOTKA— - FUNDACJA NOWY STAW;947370.00;805264.50;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie monieckim (I);POWIAT MONIECKI/POWIATOWY URZ•D PRACY W MO—KACH;954300.00;804300.00;Nie;praca i integracja spo≥eczna;Nie
Podniesienie kwalifikacji zawodowych m≥odych mieszkaÒcÛw Torunia;AKADEMIA SZYBKIEJ NAUKI TADEUSZ BUZAREWICZ;873770.00;802907.25;Nie;praca i integracja spo≥eczna;Nie
ChcÍ byÊ najlepszy w swoim zawodzie;POWIAT PABIANICKI;942970.78;801525.16;Nie;brak;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie bielskim (I);POWIAT BIELSKI/POWIATOWY URZ•D PRACY W BIELSKU PODLASKIM;950100.00;800900.00;Nie;praca i integracja spo≥eczna;Nie
Obierz kurs na przysz≥oúÊ - aktywizacja osÛb m≥odych;TOWARZYSTWO ALTUM PROGRAMY SPO£ECZNO-GOSPODARCZE;948430.00;799336.80;Nie;praca i integracja spo≥eczna;Tak
Sprawni na rynku pracy;CONSULTOR SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;989775.50;799243.71;Nie;brak;Tak
KIEROWCA zawodem przysz≥oúci dla osÛb biernych zawodowo w wojewÛdztwie kujawsko-pomorskiem;"MROZEK MACIEJ ""EKSPERT""";868682.40;798232.26;Nie;praca i integracja spo≥eczna;Nie
STOPIE— WYØEJ;POWIAT W£OSZCZOWSKI/POWIATOWE CENTRUM POMOCY RODZINIE;938672.93;797871.99;Nie;brak;Nie
KWALIFIKACJE NA TAK! - branøe budowlana i metalurgiczna drogπ do kariery w wojewÛdztwie úwiÍtokrzyskim;KOMPASS CONSULTING BUCZKOWSKI MACIEJ;867487.50;797134.26;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb pozostajπcych bez pracy w wieku powyøej 29 roku øycia znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie wa≥eckim II;POWIAT WA£ECKI/POWIATOWY URZ•D PRACY W WA£CZU;936347.00;795894.65;Nie;brak;Nie
AKTYWUJ SIEBIE ñ STOP BIERNOåCI. Wsparcie aktywizacyjne, doradcze, edukacyjne i zawodowe dla osÛb z grupy NEET;EUR CONSULTING SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;944171.87;795748.05;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja zawodowa osÛb w wieku powyøej 29 roku øycia pozostajπcych bez pracy w powiecie wÍgorzewskim (II);POWIAT W GORZEWSKI/ POWIATOWY URZ•D PRACY W W GORZEWIE;936171.50;795745.77;Nie;praca i integracja spo≥eczna;Nie
Stawiamy na zawodowcÛw;POWIAT £OWICKI;936044.56;795637.87;Nie;brak;Nie
SposÛb na pracÍ. Kompleksowe wsparcie osÛb m≥odych na rynku pracy;MIASTO RUDA åL•SKA/POWIATOWY URZ•D PRACY W RUDZIE åL•SKIEJ;944033.30;795631.27;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb powyøej 29 r. ø. pozostajπcych bez pracy w powiecie strzyøowskim (II);POWIAT STRZYØOWSKI/POWIATOWY URZ•D PRACY W STRZYØOWIE;935214.00;794931.90;Nie;praca i integracja spo≥eczna;Nie
ZwiÍkszenie zdolnoúci zatrudnieniowej osÛb pozostajπcych bez pracy w powiecie augustowskim (II);POWIAT AUGUSTOWSKI/POWIATOWY URZ•D PRACY W AUGUSTOWIE;930838.00;791212.00;Nie;praca i integracja spo≥eczna;Nie
Akademia Rozwoju Kwalifikacji Zawodowych;OåRODEK DOSKONALENIA KADR SIMP FIRMA FRANSZYZINGOWA HENRYK WOJCIECHOWSKI;860808.37;790996.81;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie kÍpiÒskim (I);POWIAT K PI—SKI/POWIATOWY URZ•D PRACY W K PNIE;936700.00;789450.76;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb bezrobotnych w wieku powyøej 30 roku øycia znajdujπcych siÍ w szczegÛlnej sytuacji na rynku pracy z terenu powiatu wo≥owskiego.;POWIAT WO£OWSKI/ POWIATOWY URZ•D PRACY W WO£OWIE;928000.00;788800.00;Nie;praca i integracja spo≥eczna;Nie
DOBRY ZAW”D szansπ na rowÛj zawodowy i zatrudnienie;"CENTRUM KSZTA£CENIA USTAWICZNEGO ""BUDOWLANKA"" MGR EDYTA HROUDA-NOSEK";857519.10;787974.30;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb bezrobotnych w wieku 30+ zarejestrowanych w Powiatowym UrzÍdzie Pracy w Pszczynie (I);POWIAT PSZCZY—SKI/POWIATOWY URZ•D PRACY W PSZCZYNIE;926084.00;787171.40;Nie;brak;Nie
Aktywizacja osÛb bezrobotnych w wieku 30 + zarejestrowanych w Powiatowym UrzÍdzie Pracy w Raciborzu (II);POWIAT RACIBORSKI/POWIATOWY URZ•D PRACY W RACIBORZU;925090.60;786327.00;Nie;brak;Nie
Niepe≥nosprawni pe≥nowartoúciowi na rynku pracy;"""STOWARZYSZENIE PRZYJACI”£ ZAMECZKA""";924756.25;786042.81;Nie;brak;Tak
KOMPETENTNY PERSONEL MEDYCZNY - program specjalistycznych i kwalifikacyjnych kursÛw dla pielÍgniarek i po≥oønych;AKADEMIA HUMANISTYCZNO-EKONOMICZNA W £ODZI;932306.25;785747.70;Nie;nauka i edukacja;Tak
Stop bezrobociu i wykluczeniu!;GMINA MIEJSKA CHOJNICE;923349.11;784846.74;Nie;brak;Nie
Aktywizacja osÛb bezrobotnych w wieku 30+ zarejestrowanych w Powiatowym UrzÍdzie Pracy w Mys≥owicach (II);MIASTO MYS£OWICE/POWIATOWY URZ•D PRACY W MYS£OWICACH;922558.60;784174.80;Nie;brak;Nie
Aktywizacja osÛb bezrobotnych w wieku 30+ zarejestrowanych w Powiatowym UrzÍdzie Pracy w Miko≥owie (I);POWIAT MIKO£OWSKI / POWIATOWY URZ•D PRACY W MIKO£OWIE;921800.00;783500.00;Nie;brak;Nie
NEET - Nowy, Energiczny, Efektywny Ty. Kompleksowa aktywizacja zawodowo-edukacyjna osÛb m≥odych.;CENTRUM DORADZTWA EUROPEJSKIEGO EURO-FUNDUSZ S.C. A.KLUSEK, P.KANARSKI;929100.00;783045.48;Nie;praca i integracja spo≥eczna;Nie
Strategiczny RozwÛj - Konkurencyjne Firmy;POWIATOWY CECH RZEMIEåLNIK”W I PRZEDSI BIORC”W W WIELICZCE;927687.50;781855.02;Nie;brak;Nie
Aktywizacja osÛb po 29. roku øycia pozostajπcych bez pracy w powiecie pajÍczaÒskim (I);POWIAT PAJ CZA—SKI / POWIATOWY URZ•D PRACY W PAJ CZNIE;919800.00;781800.00;Nie;praca i integracja spo≥eczna;Nie
Certyfikowane szkolenia dla Mazowszan;EUROPEJSKA GRUPA DORADCZA SP”£KA Z OGRANICZON• ODPOWIEDZIALNOåCI•;977125.00;781700.00;Nie;nauka i edukacja;Nie
Aktywizacja zawodowa osÛb powyøej 29 roku øycia pozostajπcych bez pracy w powiecie oleckim (II);POWIAT OLECKI/POWIATOWY URZ•D PRACY W OLECKU;919177.75;781301.08;Nie;praca i integracja spo≥eczna;Nie
Wsparcie aktywnoúci zawodowej osÛb bezrobotnych w powiecie wπbrzeskim (II);POWIAT W•BRZESKI/POWIATOWY URZ•D PRACY W W•BRZEèNIE;919175.00;781298.75;Nie;praca i integracja spo≥eczna;Nie
Adepci ålπskiego Rzemios≥a;IZBA RZEMIEåLNICZA ORAZ MA£EJ I åREDNIEJ PRZEDSI BIORCZOåCI W KATOWICACH;927020.00;781292.46;Nie;praca i integracja spo≥eczna;Nie
UczeÒ - pracownik - przedsiÍbiorca. åcieøka do sukcesu osobistego i zawodowego.;POWIAT SKIERNIEWICKI;918322.40;780574.04;Nie;brak;Nie
Od staøu do angaøu;FUNDACJA INSTYTUT ROZWOJU REGIONALNEGO;924530.10;779193.96;Nie;praca i integracja spo≥eczna;Nie
"""Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie siemiatyckim (II)""";POWIAT SIEMIATYCKI/POWIATOWY URZ•D PRACY W SIEMIATYCZACH;923961.00;778714.00;Nie;praca i integracja spo≥eczna;Nie
Ma≥opolska bez ograniczeÒ;GDELA KRYSTYNA AKUSTICA.MED;847014.00;778321.16;Nie;praca i integracja spo≥eczna;Tak
Poprawa dostÍpu do zatrudnienia osÛb znajdujπcych siÍ w szczegÛlnej sytuacji na rynku pracy w powiecie boles≥awieckim.;POWIAT BOLES£AWIECKI/ POWIATOWY URZ•D PRACY W BOLES£AWCU;915300.00;778000.00;Nie;praca i integracja spo≥eczna;Nie
STUDIUJ I PRAKTYKUJ - wysokiej jakoúci staøe zawodowe dla studentÛw czterech kierunkÛw studiÛw stacjonarnych WSB w Toruniu;WYØSZA SZKO£A BANKOWA W TORUNIU;923076.24;777968.65;Nie;nauka i edukacja;Nie
Aktywizacja zawodowa osÛb bezrobotnych i poszukujπcych pracy w powiecie ostrzeszowskim (I);POWIAT OSTRZESZOWSKI / POWIATOWY URZ•D PRACY W OSTRZESZOWIE;914500.00;777325.00;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb m≥odych pozostajπcych bez pracy w powiecie namys≥owskim (II);POWIAT NAMYS£OWSKI/POWIATOWY URZ•D PRACY W NAMYS£OWIE;921535.45;776670.08;Nie;praca i integracja spo≥eczna;Nie
Droga na rynek pracy dopasowana do KAØDEGO;MELTING POT PIOTR KOSSOWSKI;844620.60;776121.87;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja osÛb bezrobotnych w wieku 30 + zarejestrowanych w Powiatowym UrzÍdzie Pracy w Raciborzu (I);POWIAT RACIBORSKI/POWIATOWY URZ•D PRACY W RACIBORZU;912100.00;775300.00;Nie;brak;Nie
Aktywizacja osÛb pozostajπcych bez pracy w wieku powyøej 29 roku øycia znajdujπcych siÍ w szczegÛlnie trudnej sytuacji na rynku pracy w powiecie ko≥obrzeskim II;POWIAT KO£OBRZESKI/POWIATOWY URZ•D PRACY W KO£OBRZEGU;911233.00;774548.00;Nie;brak;Nie
Szko≥a dla zdrowia - kursy zawodowe dla pielÍgniarek i po≥oønych;"RAFA£ LEåNIAK ""MA£OPOLSKIE CENTRUM EDUKACJI""";918962.50;774501.59;Nie;nauka i edukacja;Tak
AKTYWNOå∆ I PRACA;POWIAT BI£GORAJSKI / POWIATOWY URZ•D PRACY W BI£GORAJU;910706.30;774100.36;Nie;praca i integracja spo≥eczna;Nie
Aktywizacja spo≥eczna i zawodowa klientÛw PCRR w Suchej Beskidzkiej.;POWIAT SUSKI - POWIATOWE CENTRUM POMOCY RODZINIE;910000.00;773500.00;Nie;brak;Nie
