Name des Begünstigten,Ort,Bezeichnung des Vorhabens,Beginn des Vorhabens,Ende des Vorhabens,Gewährte öffentliche Beträge in EUR
AWO Perspektiven gGmbH,Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"179.500,00"
AWO Perspektiven gGmbH,Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.02.2012 , 31.12.2012,"181.490,00"
AWO Perspektiven gGmbH,Frankfurt am Main,Fit für Ausbildung und Beruf (FAuB),01.10.2010 , 31.07.2011,"84.673,00"
AWO Perspektiven gGmbH,Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 30.06.2011,"62.254,00"
AWO Perspektiven gGmbH,Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"128.711,00"
AWO Perspektiven gGmbH,Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"118.983,00"
AWO Perspektiven gGmbH,Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"152.409,00"
AWO Perspektiven gGmbH,Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"160.884,00"
AWO Perspektiven gGmbH,Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"111.000,00"
AWO Perspektiven gGmbH,Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"166.100,00"
AWO Perspektiven gGmbH,Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"179.500,00"
AWO Perspektiven gGmbH,Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.02.2012 , 31.12.2012,"181.490,00"
AWO Perspektiven gGmbH,Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"124.600,00"
AWO Perspektiven gGmbH,Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"214.600,00"
AWO Perspektiven gGmbH,Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"161.600,00"
BAFF-Frauen-Kooperation gGmbH,Darmstadt,Ausbildung in der Migration,01.01.2008 , 28.02.2011,"189.855,00"
BAFF-Frauen-Kooperation gGmbH,Darmstadt,Perspektive II,01.08.2008 , 31.12.2010,"470.206,00"
BAFF-Frauen-Kooperation gGmbH,Darmstadt,Ausbildung in der Migration,01.08.2008 , 31.07.2011,"210.163,00"
BAFF-Frauen-Kooperation gGmbH,Darmstadt,Ausbildung in der Migration,01.09.2009 , 31.08.2012,"174.182,00"
BAFF-Frauen-Kooperation gGmbH,Darmstadt,Ausbildung in der Migration,01.09.2010 , 28.02.2014,"172.595,00"
BAFF-Frauen-Kooperation gGmbH,Darmstadt,Perspektive II,01.01.2012 , 31.12.2012,"83.268,00"
BAFF-Frauen-Kooperation gGmbH,Darmstadt,Perspektive II,01.01.2013 , 31.12.2013,"90.800,00"
AWO Perspektiven gGmbH,Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"124.600,00"
AWO Perspektiven gGmbH,Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"214.600,00"
AWO Perspektiven gGmbH,Frankfurt am Main,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"161.600,00"
BAFF-Frauen-Kooperation gGmbH,Darmstadt,Ausbildung in der Migration,01.01.2008 , 28.02.2011,"189.855,00"
BAFF-Frauen-Kooperation gGmbH,Darmstadt,Perspektive II,01.08.2008 , 31.12.2010,"470.206,00"
BAFF-Frauen-Kooperation gGmbH,Darmstadt,Ausbildung in der Migration,01.08.2008 , 31.07.2011,"210.163,00"
BAFF-Frauen-Kooperation gGmbH,Darmstadt,Ausbildung in der Migration,01.09.2009 , 31.08.2012,"174.182,00"
BAFF-Frauen-Kooperation gGmbH,Darmstadt,Ausbildung in der Migration,01.09.2010 , 28.02.2014,"172.595,00"
BAFF-Frauen-Kooperation gGmbH,Darmstadt,Perspektive II,01.01.2012 , 31.12.2012,"83.268,00"
BAFF-Frauen-Kooperation gGmbH,Darmstadt,Perspektive II,01.01.2013 , 31.12.2013,"90.800,00"
BAFF-Frauen-Kooperation gGmbH,Darmstadt,Perspektive II,01.01.2014 , 31.12.2014,"96.400,00"
basa e.V.,Neu-Anspach,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"320.640,00"
basa e.V.,Neu-Anspach,Fit für Ausbildung und Beruf (FAuB),01.08.2008 , 31.07.2009,"105.033,00"
basa e.V.,Neu-Anspach,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"304.904,00"
basa e.V.,Neu-Anspach,Fit für Ausbildung und Beruf (FAuB),01.08.2009 , 31.07.2010,"103.652,00"
basa e.V.,Neu-Anspach,Fit für Ausbildung und Beruf (FAuB),01.10.2010 , 31.07.2011,"81.164,00"
basa e.V.,Neu-Anspach,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"291.874,00"
basa e.V.,Neu-Anspach,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"303.448,00"
basa e.V.,Neu-Anspach,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"252.370,00"
basa e.V.,Neu-Anspach,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"214.062,00"
BAFF-Frauen-Kooperation gGmbH,Darmstadt,Perspektive II,01.01.2014 , 31.12.2014,"96.400,00"
basa e.V.,Neu-Anspach,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"320.640,00"
basa e.V.,Neu-Anspach,Fit für Ausbildung und Beruf (FAuB),01.08.2008 , 31.07.2009,"105.033,00"
basa e.V.,Neu-Anspach,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"304.904,00"
basa e.V.,Neu-Anspach,Fit für Ausbildung und Beruf (FAuB),01.08.2009 , 31.07.2010,"103.652,00"
basa e.V.,Neu-Anspach,Fit für Ausbildung und Beruf (FAuB),01.10.2010 , 31.07.2011,"81.164,00"
basa e.V.,Neu-Anspach,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"291.874,00"
basa e.V.,Neu-Anspach,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"303.448,00"
basa e.V.,Neu-Anspach,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"252.370,00"
basa e.V.,Neu-Anspach,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"214.062,00"
basa e.V.,Neu-Anspach,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"223.800,00"
Basis e. V.,Frankfurt am Main,Perspektive II,14.07.2008 , 31.12.2010,"222.089,00"
Basis e. V.,Frankfurt am Main,Perspektive II,14.07.2008 , 31.12.2010,"214.588,00"
Basis e. V.,Frankfurt am Main,Perspektive II,01.01.2011 , 31.12.2013,"546.728,00"
Basis e. V.,Frankfurt am Main,Perspektive II,01.01.2014 , 31.12.2014,"191.700,00"
Bathildisheim e.V.,Bad Arolsen,Impulse der Arbeitsmarktpolitik,04.05.2009 , 05.05.2009,"15.485,00"
Bathildisheim e.V.,Bad Arolsen,Übergangsmanagement für Strafgefangene,01.01.2010 , 30.06.2012,"405.530,00"
Bathildisheim e.V.,Bad Arolsen,"Qualifizierung und Beschäftigung junger
Menschen",03.01.2011 , 31.12.2013,"416.300,00"
Bathildisheim e.V.,Bad Arolsen,Übergangsmanagement für Strafgefangene,01.01.2013 , 31.12.2013,"181.100,00"
Bathildisheim e.V.,Bad Arolsen,Übergangsmanagement für Strafgefangene,01.01.2014 , 31.12.2014,"103.600,00"
basa e.V.,Neu-Anspach,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"223.800,00"
Basis e. V.,Frankfurt am Main,Perspektive II,14.07.2008 , 31.12.2010,"222.089,00"
Basis e. V.,Frankfurt am Main,Perspektive II,14.07.2008 , 31.12.2010,"214.588,00"
Basis e. V.,Frankfurt am Main,Perspektive II,01.01.2011 , 31.12.2013,"546.728,00"
Basis e. V.,Frankfurt am Main,Perspektive II,01.01.2014 , 31.12.2014,"191.700,00"
Bathildisheim e.V.,Bad Arolsen,Impulse der Arbeitsmarktpolitik,04.05.2009 , 05.05.2009,"15.485,00"
Bathildisheim e.V.,Bad Arolsen,Übergangsmanagement für Strafgefangene,01.01.2010 , 30.06.2012,"405.530,00"
Bathildisheim e.V.,Bad Arolsen,"Qualifizierung und Beschäftigung junger
Menschen",03.01.2011 , 31.12.2013,"416.300,00"
Bathildisheim e.V.,Bad Arolsen,Übergangsmanagement für Strafgefangene,01.01.2013 , 31.12.2013,"181.100,00"
Bathildisheim e.V.,Bad Arolsen,Übergangsmanagement für Strafgefangene,01.01.2014 , 31.12.2014,"103.600,00"
Bauhaus Werkstätten Wiesbaden GmbH,Wiesbaden,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"585.806,00"
Bauhaus Werkstätten Wiesbaden GmbH,Wiesbaden,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"601.559,00"
Bauhaus Werkstätten Wiesbaden GmbH,Wiesbaden,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"542.822,00"
Bauhaus Werkstätten Wiesbaden GmbH,Wiesbaden,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"608.173,00"
Bauhaus Werkstätten Wiesbaden GmbH,Wiesbaden,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"498.851,00"
Bauhaus Werkstätten Wiesbaden GmbH,Wiesbaden,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"469.876,00"
Bauhaus Werkstätten Wiesbaden GmbH,Wiesbaden,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"606.900,00"
BBZ Berufsbildungszentrum Fulda GmbH,Petersberg,Quit - Qualifizierungsbeauftragte,01.10.2008 , 30.06.2010,"214.298,00"
berami berufliche Integration e.V.,Frankfurt am Main,Perspektive II,01.08.2008 , 31.12.2010,"593.382,00"
berami berufliche Integration e.V.,Frankfurt am Main,Impulse der Arbeitsmarktpolitik,01.04.2009 , 31.03.2011,"173.407,00"
Bauhaus Werkstätten Wiesbaden GmbH,Wiesbaden,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"585.806,00"
Bauhaus Werkstätten Wiesbaden GmbH,Wiesbaden,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"601.559,00"
Bauhaus Werkstätten Wiesbaden GmbH,Wiesbaden,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2011 , 31.12.2011,"542.822,00"
Bauhaus Werkstätten Wiesbaden GmbH,Wiesbaden,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 31.12.2010,"608.173,00"
Bauhaus Werkstätten Wiesbaden GmbH,Wiesbaden,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2012 , 31.12.2012,"498.851,00"
Bauhaus Werkstätten Wiesbaden GmbH,Wiesbaden,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2013 , 31.12.2013,"469.876,00"
Bauhaus Werkstätten Wiesbaden GmbH,Wiesbaden,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2014 , 31.12.2014,"606.900,00"
BBZ Berufsbildungszentrum Fulda GmbH,Petersberg,Quit - Qualifizierungsbeauftragte,01.10.2008 , 30.06.2010,"214.298,00"
berami berufliche Integration e.V.,Frankfurt am Main,Perspektive II,01.08.2008 , 31.12.2010,"593.382,00"
berami berufliche Integration e.V.,Frankfurt am Main,Impulse der Arbeitsmarktpolitik,01.04.2009 , 31.03.2011,"173.407,00"
berami berufliche Integration e.V.,Frankfurt am Main,Quit - Qualifizierungsberater,01.05.2009 , 30.06.2010,"126.900,00"
berami berufliche Integration e.V.,Frankfurt am Main,Impulse der Arbeitsmarktpolitik,01.10.2009 , 30.09.2011,"390.611,00"
berami berufliche Integration e.V.,Frankfurt am Main,Studien und Modelle in der Bildung,01.10.2009 , 31.03.2010,"54.300,00"
berami berufliche Integration e.V.,Frankfurt am Main,Quit - Qualifizierungsberater,01.07.2010 , 31.12.2011,"194.631,00"
berami berufliche Integration e.V.,Frankfurt am Main,Perspektive II,01.01.2011 , 31.12.2011,"186.283,00"
berami berufliche Integration e.V.,Frankfurt am Main,Quit - Qualifizierungsberater,01.01.2012 , 31.12.2013,"161.500,00"
berami berufliche Integration e.V.,Frankfurt am Main,Impulse der Arbeitsmarktpolitik,01.10.2011 , 31.12.2014,"753.100,00"
berami berufliche Integration e.V.,Frankfurt am Main,Impulse der Arbeitsmarktpolitik,10.05.2012 , 31.12.2013,"195.700,00"
berami berufliche Integration e.V.,Frankfurt am Main,Quit - Qualifizierungsberater,01.01.2014 , 31.12.2014,"83.400,00"
berami berufliche Integration e.V.,Frankfurt am Main,Impulse der Arbeitsmarktpolitik,01.01.2014 , 31.12.2014,"122.600,00"
berami berufliche Integration e.V.,Frankfurt am Main,Quit - Qualifizierungsberater,01.05.2009 , 30.06.2010,"126.900,00"
berami berufliche Integration e.V.,Frankfurt am Main,Impulse der Arbeitsmarktpolitik,01.10.2009 , 30.09.2011,"390.611,00"
berami berufliche Integration e.V.,Frankfurt am Main,Studien und Modelle in der Bildung,01.10.2009 , 31.03.2010,"54.300,00"
berami berufliche Integration e.V.,Frankfurt am Main,Quit - Qualifizierungsberater,01.07.2010 , 31.12.2011,"194.631,00"
berami berufliche Integration e.V.,Frankfurt am Main,Perspektive II,01.01.2011 , 31.12.2011,"186.283,00"
berami berufliche Integration e.V.,Frankfurt am Main,Quit - Qualifizierungsberater,01.01.2012 , 31.12.2013,"161.500,00"
berami berufliche Integration e.V.,Frankfurt am Main,Impulse der Arbeitsmarktpolitik,01.10.2011 , 31.12.2014,"753.100,00"
berami berufliche Integration e.V.,Frankfurt am Main,Impulse der Arbeitsmarktpolitik,10.05.2012 , 31.12.2013,"195.700,00"
berami berufliche Integration e.V.,Frankfurt am Main,Quit - Qualifizierungsberater,01.01.2014 , 31.12.2014,"83.400,00"
berami berufliche Integration e.V.,Frankfurt am Main,Impulse der Arbeitsmarktpolitik,01.01.2014 , 31.12.2014,"122.600,00"
"Berufs- und Jugendhilfe Bad Hersfeld
gGmbH",Bad Hersfeld,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"52.810,00"
"Berufs- und Jugendhilfe Bad Hersfeld
gGmbH",Bad Hersfeld,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"84.491,00"
"Berufs- und Jugendhilfe Bad Hersfeld
gGmbH",Bad Hersfeld,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 30.06.2011,"55.561,00"
"Berufsbildungswerk der Spedition in Hessen
e. V.",Frankfurt am Main,Ausbildung in Partnerschaften,05.05.2008 , 31.07.2011,"20.914,00"
"Berufsbildungswerk der Spedition in Hessen
e. V.",Frankfurt am Main,Ausbildung in Partnerschaften,18.05.2009 , 17.06.2011,"13.885,00"
"Berufsbildungswerk der Spedition in Hessen
e. V.",Frankfurt am Main,Ausbildung in Partnerschaften,01.05.2010 , 30.09.2010,"4.169,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2008 , 31.12.2009,"212.858,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2008 , 31.12.2009,"364.753,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2008 , 31.12.2008,"69.251,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2008 , 31.12.2008,"101.005,00"
"Berufs- und Jugendhilfe Bad Hersfeld
gGmbH",Bad Hersfeld,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2008 , 31.12.2008,"52.810,00"
"Berufs- und Jugendhilfe Bad Hersfeld
gGmbH",Bad Hersfeld,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"84.491,00"
"Berufs- und Jugendhilfe Bad Hersfeld
gGmbH",Bad Hersfeld,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2010 , 30.06.2011,"55.561,00"
"Berufsbildungswerk der Spedition in Hessen
e. V.",Frankfurt am Main,Ausbildung in Partnerschaften,05.05.2008 , 31.07.2011,"20.914,00"
"Berufsbildungswerk der Spedition in Hessen
e. V.",Frankfurt am Main,Ausbildung in Partnerschaften,18.05.2009 , 17.06.2011,"13.885,00"
"Berufsbildungswerk der Spedition in Hessen
e. V.",Frankfurt am Main,Ausbildung in Partnerschaften,01.05.2010 , 30.09.2010,"4.169,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2008 , 31.12.2009,"212.858,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2008 , 31.12.2009,"364.753,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2008 , 31.12.2008,"69.251,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2008 , 31.12.2008,"101.005,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2009 , 31.12.2009,"84.893,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2009 , 31.12.2009,"105.512,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2010 , 31.12.2010,"88.740,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2010 , 31.12.2011,"201.175,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2010 , 31.12.2010,"106.030,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2010 , 31.12.2011,"367.789,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2011 , 31.12.2011,"86.680,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2011 , 31.12.2011,"103.919,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2012 , 31.12.2013,"212.100,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2012 , 31.12.2012,"79.236,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2009 , 31.12.2009,"84.893,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2009 , 31.12.2009,"105.512,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2010 , 31.12.2010,"88.740,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2010 , 31.12.2011,"201.175,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2010 , 31.12.2010,"106.030,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2010 , 31.12.2011,"367.789,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2011 , 31.12.2011,"86.680,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2011 , 31.12.2011,"103.919,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2012 , 31.12.2013,"212.100,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2012 , 31.12.2012,"79.236,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2012 , 31.12.2013,"391.753,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2012 , 31.12.2012,"85.884,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2013 , 31.12.2013,"87.732,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2013 , 31.12.2013,"74.645,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2014 , 31.12.2014,"197.000,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2014 , 31.12.2014,"99.200,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2014 , 31.12.2014,"97.600,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2014 , 31.12.2014,"98.200,00"
Berufsbildungswerk Südhessen gGmbH,Karben,Fit für Ausbildung und Beruf (FAuB),11.10.2010 , 31.08.2011,"121.532,00"
Berufsbildungswerk Südhessen gGmbH,Karben,"Qualifizierung und Beschäftigung junger
Menschen",01.09.2011 , 31.12.2014,"525.900,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2012 , 31.12.2013,"391.753,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2012 , 31.12.2012,"85.884,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2013 , 31.12.2013,"87.732,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2013 , 31.12.2013,"74.645,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2014 , 31.12.2014,"197.000,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2014 , 31.12.2014,"99.200,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2014 , 31.12.2014,"97.600,00"
"Berufsbildungswerk Dr. Fritz Bauer
Förderverein e.V.",Kassel,Qualifizierung von Strafgefangenen,01.01.2014 , 31.12.2014,"98.200,00"
Berufsbildungswerk Südhessen gGmbH,Karben,Fit für Ausbildung und Beruf (FAuB),11.10.2010 , 31.08.2011,"121.532,00"
Berufsbildungswerk Südhessen gGmbH,Karben,"Qualifizierung und Beschäftigung junger
Menschen",01.09.2011 , 31.12.2014,"525.900,00"
"Berufsförderungswerk des Handwerks
gemeinnützige GmbH",Korbach,Ausbildung in Partnerschaften,05.05.2008 , 31.07.2011,"30.695,00"
"Berufsförderungswerk des Handwerks
gemeinnützige GmbH",Korbach,Fit für Ausbildung und Beruf (FAuB),01.08.2008 , 31.07.2009,"206.077,00"
"Berufsförderungswerk des Handwerks
gemeinnützige GmbH",Korbach,"Qualifizierung und Beschäftigung junger
Menschen",01.01.2009 , 31.12.2009,"65.697,00"
"Berufsförderungswerk des Handwerks
gemeinnützige GmbH",Korbach,Fit für Ausbildung und Beruf (FAuB),01.08.2009 , 31.07.2010,"223.527,00"
