Name des Begünstigten/beneficiary name,Bezeichnung des Vorhabens/operation name,Zusammenfassung des Vorhabens/operation summary,Datum des Beginns des Vorhabens/operation start date,Datum des Endes des Vorhabens/operation end date,Gesamtbetrag der förderfähigen Ausgaben des Vorhabens/total eligible expenditure allocated to the operation,Postleitzahl des Vorhabens/operation postcode,Land/country,Bezeichnung der Interventionskategorie für das Vorhaben/name of category of intervention for the operation,Spezifisches Ziel/specific objective,Internet-Adresse des Vorhabens/website of the operation
Composite Systems GmbH ,Coaching,Förderprogramm Coaching 2016,20.04.2016,19.04.2017,"9.000,00",72144,Deutschland,106,A 5.1,www.composite-sys.de
Computomics GmbH  ,Coaching,Förderprogramm Coaching 2015,21.07.2015,31.12.2015,"12.000,00",72072,Deutschland,106,A 5.1,https://computonics.com
ConTest GmbH CNC-Zerspanung ,Coaching,Förderprogramm Coaching 2015,23.07.2015,20.07.2016,"6.400,00",78315,Deutschland,106,A 5.1,www.contestcnc.de
Continum AG  ,Coaching,Förderprogramm Coaching 2015,05.10.2015,01.06.2016,"12.000,00",79098,Deutschland,106,A 5.1,www.continum.net
CorTec GmbH  ,Coaching,Förderprogramm Coaching 2015,15.07.2015,14.07.2016,"12.000,00",79110,Deutschland,106,A 5.1,www.cortec-neuro.com
CyberForum e.V.  ,EXI-Gründung,EXI-Gründungsgutschein - Vorgründungsberatung,01.01.2015,31.12.2017,"1.124.999,92",76131,Deutschland,106,A 5.1,www.cyberforum.de
Czerulla GmbH  ,Coaching,Förderprogramm Coaching 2015,22.11.2015,22.11.2016,"12.000,00",79331,Deutschland,106,A 5.1,www.suedalarm.de
D + S Werkzeugbau GmbH & Co.KG ,Coaching,Förderprogramm Coaching 2015,01.07.2015,31.12.2015,"12.000,00",78056,Deutschland,106,A 5.1,www.ds-werkzeugbau.de
D + S Werkzeugbau GmbH & Co.KG ,Coaching,Förderprogramm Coaching 2015,14.12.2015,06.01.2016,"12.000,00",78056,Deutschland,106,A 5.1,www.ds-werkzeugbau.de
D.A.D. Investment Holding GmbH ,Coaching,Förderprogramm Coaching 2015,28.08.2015,31.12.2015,"12.000,00",68163,Deutschland,106,A 5.1,www.wert8.de
D.I.E. Firmenhistoriker GmbH ,Coaching,Förderprogramm Coaching 2015,06.08.2015,24.07.2016,"12.000,00",73431,Deutschland,106,A 5.1,www.firmenhistoriker.de
DACH WERKSTATT Küpper GmbH ,Coaching,Förderprogramm Coching 2016,14.01.2016,31.12.2016,"9.000,00",73084,Deutschland,106,A 5.1,www.dachwerkstatt-kuepper.de
DEB-soziale Dienstleistungs gGmbH ,MISTRAL plus,"MISTRAL plus
    Praxis integriertes Sprachlerntraining, Alfabetisierung und berufliche Bildung für Migranten mit besonders schweren Zugangsproblemen zum Arbeitsmarkt. Sie sollen an den Arbeitsmarkt herangeführt und Integrationshemmnisse abgebaut werden.",04.04.2016,02.12.2016,"112.810,13",71332,Deutschland,109,B 1.1,www.sozdi.de
DEB-soziale Dienstleistungs gGmbH ,MISTRAL,MISTRAL - Praxisintegriertes Sprachlerntraining für ältere Migrant/innen mit hartnäckigen Sprachlernproblemen und fehlender Integrationspotenziale. Sie sollen an den Arbeitsmarkt herangeführt und Integrationshemmnisse abgebaut werden.,09.02.2015,23.10.2015,"104.887,71",71332,Deutschland,109,B 1.1,www.sozdi.de
DEHOGA Beratung GmbH  ,KMU-Nachfolge,Moderation von Unternehmensnachfolgen in kleinen und mittleren Unternehmen,01.10.2015,30.09.2018,"310.730,00",70178,Deutschland,106,A 5.1,www.dehogabw.de
DEMED Dental Medizintechnik e.K. ,Coaching,Förderprogramm Coaching 2015,23.09.2015,23.09.2016,"8.000,00",71336,Deutschland,106,A 5.1,www.demed-online.de
DER PUNKT GmbH  ,Coaching,Förderprogramm Coaching 2016,31.03.2016,30.04.2016,"9.000,00",76133,Deutschland,106,A 5.1,www.derpunkt.de
DESIGN SERVICE GmbH  ,Coaching,Förderprogramm Coaching 2015,28.07.2015,27.07.2016,"5.600,00",78048,Deutschland,106,A 5.1,www.designservice-gmbh.de
DMT Produktentwicklung GmbH ,Coaching,Förderprogramm Coaching 2015,25.08.2015,31.07.2016,"12.000,00",71154,Deutschland,106,A 5.1,www.dmtpe.com
DN-Sign Denis Nusseck ,Coaching,Förderprogramm Coaching 2015,09.06.2015,01.06.2016,"9.600,00",71711,Deutschland,106,A 5.1,www.dn-sign.de
DQuadrat Living GmbH ,Coaching,Förderprogramm Coaching 2016,15.05.2016,14.05.2017,"9.000,00",71636,Deutschland,106,A 5.1,www.harbr.de
DRÖLLE GMBH STANZ- und UMFORMTECHNIK ,Coaching,Förderprogramm Coaching 2015,29.04.2015,29.04.2016,"8.000,00",74523,Deutschland,106,A 5.1,www.droelle-gmbh.de
Da Capo GmbH  ,Lernfeld Arbeit,"""Lernfeld Arbeit"": Eine Arbeitsgelegenheit bietet die Basis zur temporären Teilhabe an gesellschaftlichen Bezügen. Allgemeinbildende, fachliche und persönlichkeitsstärkende Schulungen und persönliche Sozialberatung ergänzen die Stabilisierung.",01.01.2016,31.12.2016,"94.942,83",72760,Deutschland,109,B 1.1,.
Da Capo GmbH  ,ALL plus,Arbeit Leben Lernen + Gesundheit. Beschäftigung im Rahmen einer Arbeitsgelegenheit - dadurch verbesserte gesellschaftliche Teilhabe und eine Stabilisierung. Zusätzliche Hilfe und Beratung bei individuellen Hemmnissen.,01.01.2015,31.12.2015,"91.111,58",72760,Deutschland,109,B 1.1,.
Damasal Consulting  ,Coaching,Förderprogramm Coaching 2015,04.05.2015,04.05.2016,"5.600,00",76135,Deutschland,106,A 5.1,www.damasal.com
Decisio Projekt- und Prozessmanagement Hüskes und Windus GbR,Fachkurse,Förderprogramm Fachkurse 2015,17.09.2015,22.10.2016,"248.025,00",70173,Deutschland,106,A 5.1,www.decisio.de
Delcanto-Restaurant Catering Services Inh. Thomas Hörnisch,Coaching,Förderprogramm Coaching 2016,13.01.2016,28.12.2016,"6.000,00",79211,Deutschland,106,A 5.1,www.kultur-und-buergerhaus.de
Der Minikuchen Bäcker Inh. Udo Kräft ,Coaching,Förderprogramm Coaching 2015,22.07.2015,19.07.2016,"8.000,00",72762,Deutschland,106,A 5.1,www.minikuchenbaecker.de
Detlev Reichl  ,Coaching,Förderprogramm Coaching 2016,01.03.2016,28.02.2017,"9.000,00",73642,Deutschland,106,A 5.1,www.reichl-haustechnik.com
Deutsche Angestellten-Akademie GmbH ,Neue Chancen,"""Neue Chancen - Potentiale von Migranten/innen nutzen und entwickeln"" Unterstützung und Begleitung der Personen mit Migrationshintergrund bei der Vermittlung in den ersten Arbeitsmarkt.",01.01.2015,31.12.2015,"265.376,56",70191,Deutschland,109,B 1.1,.
Deutsche Angestellten-Akademie GmbH ,ISB,"ISB - Im Projekt "" Integration durch Sprachbildung und Beratung"" sollen besonders benachteiligte Migranten eine Unterstützung durch Sprachunterricht und Beratung bekommen.",01.01.2016,31.12.2016,"257.122,42",70191,Deutschland,109,B 1.1,.
Deutsche Fortbildungsakademie Heilwesen GmbH & Co. KG,Fachkurse,Förderprogramm Fachkurse 2015,01.01.2015,31.08.2015,"179.857,50",76131,Deutschland,106,A 5.1,www.dfa-heilwesen.de
Deutsche Fortbildungsakademie Heilwesen GmbH & Co. KG,Fachkurse,Förderprogramm Fachkurse 2015/2016,01.09.2015,31.08.2016,"568.350,00",76131,Deutschland,106,A 5.1,www.dfa-heilwesen.de
Deutsches Kraftfahrzeuggew. Innung Nürtingen Kirchheim/Teck,Fachkurse,Förderprogramm Fachkurse 2015,01.09.2015,31.08.2016,"45.069,46",72622,Deutschland,106,A 5.1,www.kfz-innung.de
Deutsches Kraftfahrzeuggew. Innung Nürtingen Kirchheim/Teck,Fachkurse EM,Förderprogramm Fachkurse EM 2015,01.09.2015,31.08.2016,"4.560,00",72622,Deutschland,106,A 5.1,www.kfz-innung.de
DiPers GmbH  ,WegA,"WegA - Wege in Ausbildung: Benachteiligte Jugendliche, die über keinen oder schlechten Schulabschluss verfügen sollen eine berufliche Perspektive erhalten. Schulabbrüche werden reduziert.",01.01.2015,31.12.2015,"220.032,23",88212,Deutschland,115,C 1.1,.
DiPers GmbH  ,WegA,WegA - Wege in die Ausbildung - Reduzierung von Schulabbrüchen bzw. ausschlüssen; Unterstützung und Begleitung Jugendlicher bei Ihrer Integration in Ausbildung und Beruf.,01.01.2016,31.12.2016,"220.472,85",88212,Deutschland,115,C 1.1,.
Diakonie Stetten e.V.  ,Startklar 2016a,"Startklar 2016a
    Ein Unterstützungsprojekt für Frauen und Männer mit psychischen Problemen, die Hilfen bei der Integration in Arbeit, Ausbildung und zur Stabilisierung der Lebenssituation und gesellschaftlichen Teilhabe benötigen.",01.01.2016,31.12.2016,"114.507,90",71332,Deutschland,109,B 1.1,www.diakonie-stetten.de
Diakonie Stetten e.V.  ,Startklar 2015,Startklar 2015,01.01.2015,31.12.2015,"108.343,03",71332,Deutschland,109,B 1.1,.
Diakonieverbund DORNAHOF & ERLACHER HÖHE e.V.,b.e.s.t. Calw,"b.e.s.t. Calw (beraten, entwickeln, stabilisieren, teilhaben)",01.01.2015,31.12.2016,"277.527,87",75365,Deutschland,109,B 1.1,www.erlacher-hoehe.de
Diakonieverbund DORNAHOF & ERLACHER HÖHE e.V.,GanzMensch 2015/16,GanzMensch 2015-2016 - umfassend wachsen und Zukunft gestalten (ganzheitliche Begleitung und Förderung arbeitsloser Frauen und Männer),01.01.2015,31.12.2016,"300.425,77",72250,Deutschland,109,B 1.1,www.erlacher-hoehe.de
Diakonieverbund DORNAHOF & ERLACHER HÖHE e.V.,Treff Aktiv 2015,"Treff Aktiv 2015 für arbeitsmarktferne von Ausgrenzung bedrohte Menschen:
   Abbau von Vermittlungshemmnissen, Motivationssteigerung, Verbesserung und Stabilisierung der Alltagssituation, Stärkung der Selbsthilfe, Soz. Integration",01.01.2015,31.12.2015,"142.426,69",71577,Deutschland,109,B 1.1,www.erlacher-hoehe.de
Diakonische Bezirksstelle Biberach ,BQVB 2016,BQVB 2016 - Stabilisierung durch individualisierten Zugang im Einzelcoaching: praxisorientierte Arbeitserprobung; Gemeinschaftsunterricht. Erhöhung der Beschäftigungsfähigkeit und Hilfe bei der Beschäftigungssuche und -aufnahme,01.01.2016,31.12.2016,"261.734,00",88400,Deutschland,109,B 1.1,.
Diakonische Bezirksstelle Biberach ,BQVB 2015,"BQVB 2015 - KommMit - Stabilisierung der TN, individualisierte Beratung und Hilfe, Vermittlung von berufsbezogenen Sprachkenntnissen und Schlüsselqualifikationen, praktische Erprobung sowie Unterstützung bei der Beschäftigungssuche und -aufnahme.",01.01.2015,31.12.2015,"290.793,63",88400,Deutschland,109,B 1.1,.
Diakonische Jugend- und Sozialarbeit e.V. ,Startklar!,"Anlaufstelle Startklar!  
   für benachteiligte junge Menschen mit bes. Unterstützungsbedarf am Übergang in Beruf u. Arbeit und meist ohne Anbindung ans Hilfesystem
   Beratung
   soz.päd. Begleitung
   indiv. Coaching
   rechtskreisunabhängig u. aufsuche",01.01.2015,31.12.2015,"100.504,42",97941,Deutschland,109,B 1.1,www.diakonie-tbb.de
Diakonische Jugend- und Sozialarbeit e.V. ,Startklar!,"Anlaufstelle Startklar!
     Für benachteiligte junge Menschen mit bes. Unterstützungsbedarf am Übergang in Beruf u. Arbeit und meist ohne Anbindung ans Hilfesystem
     Beratung
     Soz. päd. Begleitung
     indiv. Coaching
     rechtskreisunabhängig u.",01.01.2016,31.12.2016,"99.017,42",97941,Deutschland,109,B 1.1,www.diakonie-tbb.de
Diakonische Jugendhilfe Region Heilbronn gGmbH ,PIA,PIA  -  Produktiv und inklusiv in Richtung Ausbildung,01.01.2015,31.12.2015,"215.602,88",74080,Deutschland,115,C 1.1,www.djhn.de
Diakonische Jugendhilfe Region Heilbronn gGmbH ,Kompetenzzentrum,"Kompetenzzentrum
   Durch intensive individuelle und bedarfsgerechte Hilfen erfolgt eine soziale und persönliche Stabilisierung sowie die Wiederherstellung der Beschäftigungsfähigkeit für erziehende Migrantinnen.",01.01.2016,31.12.2016,"89.800,00",74076,Deutschland,109,B 1.1,www.djhn.de
Diakonische Jugendhilfe Region Heilbronn gGmbH ,LUKA,"LUKA - Lebenspraxis, Unterricht, Kommunikation, Arbeit
     Weiterentwicklung der Produktionsschule, Schwerpunkt sprachliche Förderung und Spracherwerb.",01.01.2016,31.12.2016,"249.690,56",74072,Deutschland,115,C 1.1,www.djhn.de
Diakonisches Werk Reutlingen ,Schülerkochprojekt,Für andere kochen - selber lernen: Schüler kochen für die Bewohner des Stadtteils und qualifizieren sich dabei für Ausbildung und Beruf,01.01.2016,31.12.2016,"106.680,37",72762,Deutschland,115,C 1.1,.
Diakonisches Werk Reutlingen ,Schülerkochproojekt,Für andere kochen - selber lernen: Schüler kochen für die Bewohner des Stadtteils und qualifizieren sich dabei für Ausbildung und Beruf.,01.01.2015,31.12.2015,"86.235,38",72762,Deutschland,115,C 1.1,.
Diakonisches Werk der evang. Kirche in Württemberg e.V.,Familienbew. Arbeit,Familienbewusste Arbeitswelt (cum tempore),01.01.2015,29.02.2016,"102.554,45",70191,Deutschland,106,A 5.1,www.diakonie-wuerttemberg.de
Diakonisches Werk der evang. Kirche in Württemberg e.V.,Fachkurse,Förderprogramm Fachkurse 2015/2016,29.09.2015,31.08.2016,"38.710,00",70191,Deutschland,106,A 5.1,www.diakonie-wuerttemberg.de
Diakonisches Werk der evang. Kirchenbezirke im Main-Tauber-Kreis,Übergangsgruppe,"Übergangsgruppe zur individuellen Förderung von Schüler/innen mit sozial- und sonderpädagogischem Förderbedarf, die zeitweise nicht an einer Regelschule teilnehmen können.",01.01.2015,31.12.2016,"66.310,97",97877,Deutschland,115,C 1.1,www.diakonie-tbb.de
Diakonisches Werk des Evang. Kirchenbezirks Breisach-Hochschwarzwald,ZuFa 2015,"Zukunftwerkstatt Familie 2015
     Impulse zur Stärkung der Erwerbsfähigkeit von Familien im SGBII Bezug",01.01.2015,31.12.2015,"187.987,43",79379,Deutschland,109,B 1.1,www.diakonie-breisgau-hochschwarzwald.de
Diakonisches Werk des Evang. Kirchenbezirks Breisach-Hochschwarzwald,ZuFa 2016,ZuFa 2016 - Zukunftswerkstatt Familie 2016 - Impulse zur Stärkung der Erwerbsfähigkeit von Familien im SGB II-Bezug,01.01.2016,31.12.2016,"199.389,68",79379,Deutschland,109,B 1.1,www.diakonie-breisgau-hochschwarzwald.de
Diakonisches Werk des Evang. Kirchenbezirks Breisach-Hochschwarzwald,Jobcoching Inklusiv ,"Jobcoching Inklusiv
     Förderung und Unterstützung junger Menschen mit geistiger oder Lernberhinderung aus dem Landkreis Breisgau-Hochschwarzwald bei der Orientierung und Erprobung auf dem allgemeinen Arbeitsmarkt.",01.01.2015,31.12.2015,"62.147,80",79199,Deutschland,115,C 1.1,www.diakonie-breisgau-hochschwarzwald.de
Diakonisches Werk des evg. Kirchenbezirks Lörrach ,JUB 2016,"JUB 2017 - Jugend und Beruf 2017 - Gemeinsam zum Schulabschluss Phase 2 Interventionsteams für SchülerInnen, die vor dem Schulabschluss stehen und von Schulabbruch bedroht sind.",01.01.2016,31.12.2016,"163.412,88",79576,Deutschland,115,C 1.1,www.diakonie-loerrach.de
Diakonisches Werk des evg. Kirchenbezirks Lörrach ,Schulabschluss TOP,"Schulabschluss TOP
     Gemeinsam zum Schulabschluss - Interventionsteam für Schülerinnen, die vor dem Schulabschluss stehen und von Schulabbruch bedroht sind.",01.03.2015,31.12.2015,"159.168,49",79539,Deutschland,115,C 1.1,www.diakonie-loerrach.net
Diakonisches Werk evang. Kirchenbezirk Konstanz,ELA 2015-2016 ,"ELA
    Empowerment für langzeitarbeitslose Menschen. Das Projekt soll an drei Standorten im Landkreis angeboten werden um damit kreisweit gezielt Menschen in problematischen Lebenslagen ansprechen und fördern zu können.",01.01.2015,31.12.2016,"841.533,27",78315,Deutschland,109,B 1.1,www.diakonie-radolfzell.de
Diener electronic GmbH & Co. KG ,Coaching,Förderprogramm Coaching 2015,06.08.2015,13.07.2016,"8.000,00",72224,Deutschland,106,A 5.1,www.plasma.com
Dienstleistungsgesellschaft des Neckar-Odenwald-Kreises gGmbH (DIGENO),Job-Haus plus +,"Das Job-Haus plus+ ist eine offene Anlaufstelle für SGB II - KundInnen aus dem NOK. Leistungsberechtigte erhalten hier Unterstützung und Beratung bei Fragen und Problemen, sowie bei der Erstellung angemessener Bewerbungsunterlagen.",01.01.2015,31.12.2016,"365.000,00",74821,Deutschland,109,B 1.1,www.digeno.de
Dierolf GmbH  ,Coaching,Förderprogramm Coaching 2015,26.10.2015,26.10.2016,"12.000,00",74257,Deutschland,106,A 5.1,www.dierolf.com
Dietle Touring Inh. Martin Dietle ,Coaching,Förderprogramm Coaching 2015,13.04.2015,13.04.2016,"4.000,00",74626,Deutschland,106,A 5.1,www.dietle-touring.de
Direct-Mail&Marketing GmbH  ,Coaching,Förderprogramm Coaching 2015,10.08.2015,10.08.2016,"0,00",71711,Deutschland,106,A 5.1,www.directmailmurr.de
Dokumenten- und Datenservice Wandel GmbH ,Coaching,Förderprogramm Coaching 2016,15.04.2016,14.04.2017,"9.000,00",70794,Deutschland,106,A 5.1,www.dd-wandel.de
Dorfmüller Solaranlage GmbH ,Coaching,Förderprogramm Coaching 2015,21.09.2015,21.09.2016,"12.000,00",71394,Deutschland,106,A 5.1,www.dorfmueller-solaranlagen.de
Doster GmbH  ,Coaching,Förderprogramm Coaching 2016,15.01.2016,31.12.2016,"9.000,00",72622,Deutschland,106,A 5.1,www.doster-kaelte.de
Dr. Achim Hornecker  ,Coaching,Förderprogramm Coaching 2016,01.04.2016,31.08.2016,"9.000,00",79098,Deutschland,106,A 5.1,www.hornecker.de
Dr. Erich Tretter Maschinenelemente GmbH & Co.,Coaching,Förderprogramm Coaching 2015,28.05.2015,31.08.2015,"12.000,00",73098,Deutschland,106,A 5.1,www.tretter.de
Dr. Frank Burkart Markus Steinwaller (BAG),Coaching,Förderprogramm Coaching 2015,08.04.2015,07.04.2016,"3.200,00",78315,Deutschland,106,A 5.1,www.hno-burkart.de
Dr. Kroll & Partner Rechtsanwälte mbB ,Coaching,Förderprogramm Coaching 2016,12.02.2016,31.12.2016,"9.000,00",72764,Deutschland,106,A 5.1,www.kp-recht.de
Dreher GmbH Putz-Stuck-Gerüstbau ,Coaching,Förderprogramm Coaching 2015,05.08.2015,30.06.2016,"12.000,00",88255,Deutschland,106,A 5.1,www.dreher-putz-stuck.de
Dreher Messebausysteme GmbH ,Coaching,Förderprogramm Coaching 2015,23.07.2015,22.07.2016,"9.600,00",74363,Deutschland,106,A 5.1,www.messebau-dreher.de
Druckerei Laubengaier GmbH & Co. KG ,Coaching,Förderprogramm Coaching,05.10.2015,30.09.2016,"12.000,00",70771,Deutschland,106,A 5.1,www.laubengaier.biz
Druckluft und Kompressoren Service GmbH,Coaching,Förderprogramm Coaching 2016,06.04.2016,05.04.2017,"9.000,00",73463,Deutschland,106,A 5.1,www.dks-gmbh.eu
Duale Hochschule Baden-Württemberg Präsidium,graDUAL+,Auf- und Ausbau von Strukturen der wissenschaftlichen Weiterbildung an Hochschulen in Baden-Württemberg (graDUAL+),01.01.2016,31.12.2020,"607.600,00",74076,Deutschland,118,C 4.2,www.cas.dhbw.de
DÖLCO GmbH  ,Coaching,Förderprogramm Coaching 2016,13.01.2016,29.02.2016,"9.000,00",79112,Deutschland,106,A 5.1,www.doelco.de
Dürr CNC Technik e.K.  ,Coaching,Förderprogramm Coaching 2015,28.08.2015,27.08.2016,"12.000,00",72124,Deutschland,106,A 5.1,www.duerr-cnctechnik.de
E + E Spielwaren GmbH  ,Coaching,Förderprogramm Coaching 2015,21.07.2015,09.07.2016,"7.200,00",73630,Deutschland,106,A 5.1,www.ee-spielwaren.de
E. Jösel GmbH Metalloberflächenveredelung ,Coaching,Förderprogramm Coaching 2015,01.12.2015,30.04.2016,"0,00",75417,Deutschland,106,A 5.1,www.joesel.de
E. Scharpf GmbH Zimmergeschäft ,Coaching,Förderprogramm Coaching 2016,25.01.2016,24.01.2017,"9.000,00",73730,Deutschland,106,A 5.1,www.scharpf-holzbau.de
EIPOS Europäisches Institut für postgraduale Bildung GmbH,Fachkurse,Förderprogramm Fachkurse 2015,25.09.2015,30.07.2016,"232.975,00",70640,Deutschland,106,A 5.1,www.eipos.de
EKOMASS Energietechnik GmbH ,Coaching,Förderprogramm Coaching 2015,01.12.2015,30.11.2016,"12.000,00",76316,Deutschland,106,A 5.1,www.ekomass.de
EMBE - Zerspanung Inh. Martin Bayha ,Coaching,Förderprogramm Coaching 2015,11.11.2015,10.11.2016,"12.000,00",71706,Deutschland,106,A 5.1,www.embe-zerspanung.de
EMKASOL GmbH  ,Coaching,Förderprogramm Coaching 2015,01.12.2015,10.01.2016,"11.800,00",71543,Deutschland,106,A 5.1,www.emkasol.de
ENGMATEC GmbH  ,Coaching,Förderprogramm Coaching 2015,20.04.2015,20.04.2016,"0,00",78315,Deutschland,106,A 5.1,www.engmatec.de
EP Cret GmbH  ,Coaching,Förderprogramm Coaching 2015,14.10.2015,14.10.2016,"12.000,00",73432,Deutschland,106,A 5.1,www.rh-projektbaugruppe.de
ETEC - The Electrical Company Inh. B. Adelsbach,Coaching,Förderprogramm Coaching 2015,27.07.2015,24.07.2016,"12.000,00",73240,Deutschland,106,A 5.1,www.etec-germany.de
ETL Prüftechnik GmbH  ,Coaching,Förderprogramm Coaching 2015,02.06.2015,30.11.2016,"12.000,00",70825,Deutschland,106,A 5.1,www.etl-prueftechnik.de
EUTECT GmbH  ,Coaching,Förderprogramm Coaching 2015,27.04.2015,31.12.2016,"12.000,00",72144,Deutschland,106,A 5.1,www.eutect.de
EVA B. BITZER GmbH  ,Coaching,Förderprogramm Coaching 2016,25.01.2016,24.01.2017,"9.000,00",72474,Deutschland,106,A 5.1,www.fuerstenberg-fashion.de
EVO Eitel & Volland GmbH ,Coaching,Förderprogramm Coaching 2016,15.02.2016,30.04.2016,"9.000,00",70736,Deutschland,106,A 5.1,www.evogmbh.com
Eckert Erdbau und Industrieabbruch GmbH ,Coaching,Förderprogramm Coaching 2015,08.04.2015,31.08.2016,"12.000,00",97922,Deutschland,106,A 5.1,www.eckert-gmbh.de
EdTech UG (haftungsbeschränkt) ,Coaching,Förderprogramm Coaching 2016,01.05.2016,30.06.2016,"9.000,00",78462,Deutschland,106,A 5.1,keine@vorhanden.de
Edelmetalle & Anlageberatung Andreas Hoffmann ,Coaching,Förderprogramm Coaching 2015,10.06.2015,31.03.2016,"12.000,00",88718,Deutschland,106,A 5.1,www.reges-novi.de
Effektiv-Bildung I.S. GmbH  ,Wege zur Integration,"Alphabetisierungskurse für Erwerbstätige: Erlernen von Lesen und Schreiben nach Kenntnisstand der Teilnehmer:
     Buchstabenebene, Wort- und Satzebene, Textebene",01.09.2015,30.06.2018,"100.000,08",76449,Deutschland,106,A 5.1,www.effektiv-bildung.de
Eggs Elektroanlagen GmbH  ,Coaching,Förderprogramm Coaching 2015,26.10.2015,26.10.2016,"8.000,00",72124,Deutschland,106,A 5.1,www.eggs-elektroanlagen.de
Egmont Wilhelm GmbH  ,Coaching,Förderprogramm Coaching 2015,23.07.2015,20.07.2016,"12.000,00",73431,Deutschland,106,A 5.1,www.e-wilhelm-gmbh.de
Egon Elsäßer Bauindustrie GmbH & Co. KG ,Coaching,Förderprogramm Coaching 2015,07.04.2015,07.04.2016,"12.000,00",78187,Deutschland,106,A 5.1,www.elsaesser-beton.de
