Project_Nummer     Project_Number,Actie,Tijdvak,Naam Aanvrager                                                  Beneficiary name,Locatie project      operation postcode; or other appropriate location indicator,Land       Country,Inverventie- categorie  Name of category of intervention,Naam Project                                                           Project Name,Project samenvatting                                                                                           Project Summary,Startdatum project           Project start date,Einddatum project          Project end date,EUSF subsidie toegekend verlening   ESF approved on request Union cofinancing (max 50%),Totale subsidiabele kosten bij verlening            Total eligible expenditure on request
2014EUSF20126,VSO,2014,Gemeente Ede,Ede,NL,n.v.t.,Arbeidstoeleiding PrO-vso FOODVALLEY,"Het Nederlandse kabinet zet ESF 2014-2020 in om actieve inclusie te bevorderen van (ex-)leerlingen PrO/vso. CoÃ¶rdinerende gemeente Ede wil faciliteren dat PrO/vso in arbeidsmarktregio FoodValley i/d schooljaren 2014-2015 en 2015-2016 extra ESF-middelen kan investeren i/d arbeidstoeleiding en duurzame arbeidsinpassing/arbeidsintegratie van ruim 400 (ex-)leerlingen vanaf 15 jaar. Deze jongeren zijn kwetsbaar o/d arbeidsmarkt en hebben voor het verkrijgen/behouden van een baan extra aandacht en hulp nodig. Hoewel PrO/vso de afgelopen jaren heeft geÃ¯nvesteerd i/d kwaliteitsverbetering v/d arbeidstoeleiding, is de ESF-subsidie juist nu zeer gewenst om de (ex-)leerlingen adequate, passende professionele ondersteuning/begeleiding te bieden. In weerwil v/d arbeidsmarktrealiteit en de mbo-entreeopleidingseisen, zetten de scholen alles op alles om tegen de verwachte trend in de relatief hoge uitstroompercentages naar een (leerwerk)baan te handhaven.  De ESF-middelen kunnen worden aangewend om de aansluiting met de regionale arbeidsmarkt -blijvend- te verbeteren. Arbeidstoeleiding wordt vormgegeven door een intensieve samenwerking v/d scholen met ketenpartners tijdens de transitiefase, d.w.z. de  laatste 2 schooljaren t/m 2 jaren nazorg erna. De arbeidsvoorbereidende inzet i/d laatste fase v/h onderwijs bevordert een goede startpositie, waardoor een succesvolle entree op de arbeidsmarkt kan worden gemaakt (arbeidinpassing).  De loopbaan v/d individuele leerling is leidend en bepaalt de gewenste ondersteuning tijdens de transitie.  Monitoring ervan kan geschieden door koppeling van het Individueel Transitieplan (ITP) aan het individueel ontwikkelingsplan (IOP). PrO/vso sluit hiermee aan op het Regionaal actieplan aanpak jeugdwerkloosheid Samen Werken d.d.  30 juni 2013 in de arbeidsmarktregio FoodValley, waarin staat dat extra inspanningen nodig zijn om te voorkomen dat jongeren aan de kant komen te staan zonder opleiding of werk. ",01.10.2014,21.08.2016,€ 331.500,€ 994.500
2014EUSF20127,VSO,2014,gemeente Goes,Goes,NL,n.v.t.,ZSM naar werk 14-16,"Anno 2014 is het arbeidsmarktperspectief van jongeren die zijn aangewezen op het PrO en het VSO niet automatisch positief. Diverse ontwikkelingen, zoals de economische crisis, decentralisaties en veranderingen in het (beroeps)onderwijs, hebben invloed op de mogelijkheden van laaggekwalificeerde jongeren en zorgen voor onzekerheid over de toekomst. 
Er zijn echter ook nog altijd kansen. Er zijn nog altijd werkgevers bereid om laagopgeleide jongeren werk- en stageplekken te bieden. En het ontstaan en intensiveren van regionale samenwerking creÃ«ert nieuwe mogelijkheden. Dit Zeeuwse ESF-project speelt in op deze kansen.

De zeventien Zeeuwse PrO- en VSO-scholen hebben elkaar gevonden in de Zeeuwse Stichting maatwerk (ZSM). De samenwerking binnen ZSM biedt de scholen diverse voordelen. Door het bundelen van capaciteit, kennis en kunde wordt de slagkracht van het PrO en VSO op het gebied van arbeidstoeleiding van leerlingen vergroot. Daarnaast stelt de verbinding in ZSM de scholen in staat om op regionale schaal aan te haken bij ontwikkelingen, daar waar individuele scholen door de beperkte schaalgrootte veelal slechts van het lokale netwerk kunnen profiteren. Dit laatste aspect is niet alleen een voordeel voor de scholen. Ook de in de arbeidsmarktregio met elkaar verbonden gemeenten profiteren van deze ontwikkeling. Scholen en gemeenten zijn immers beide schakels van de keten die er voor verantwoordelijk is dat ook jongeren met minder positieve toekomstperspectieven een volwaardige plaats in de samenleving innemen. Hoe beter deze schakels op elkaar aansluiten, hoe effectiever en efficiÃ«nter tot resultaten kan worden gekomen. 

Het project markeert een stap op weg naar een intensievere samenwerking. De eenduidige methodiek die centraal staat in deze aanvraag illustreert de samenwerking tussen de scholen. Het feit dat dit project in arbeidsmarktregionaal verband tot stand komt en uitgevoerd gaat worden markeert een nauwere verbondenheid van scholen en gemeenten in Zeeland.
",01.10.2014,31.08.2016,€ 561.300,€ 1.474.072
2014EUSF20128,AMR,2014,Gemeente Rotterdam,Rotterdam,NL,n.v.t.,RIJNMOND re-integratie en arbeidsinpassing,"Het Nederlandse kabinet zet ESF 2014-2020 in om actieve inclusie te bevorderen van mensen met een afstand tot de arbeidsmarkt. CoÃ¶rdinerende gemeente Rotterdam  is door de staatssecretaris van SZW aangewezen als ESF-subsidieaanvrager voor arbeidsmarktregio Rijnmond. Rijnmond wordt gevormd door 20 gemeenten, die in 6 clusters zijn onderverdeeld: Rotterdam, BAR-gemeenten, Hoeksche Waard, Rijnmond-Oost,  Nieuwe Waterweg (MSV)  en  Voorne Putten /Goeree Overflakkee. De gemeente Rotterdam heeft met de samenwerkende clusters/gemeenten een ESF-partnerschapsovereenkomst gesloten, waarmee het afbakenen en vastleggen v/d verantwoordelijkheden jegens elkaar/onderling is geregeld. Rijnmond zal de voor 2014-2016 te verkrijgen ESF-middelen investeren in re-integratie en duurzame arbeidsinpassing, waarbij wordt aangesloten op o.a . het PvA jeugdwerkloosheid regiogemeenten Rijnmond en UWV, die samenwerken in het Werkgeversservicepunt Rijnmond (WSPR). Belangrijke partners voor effectieve vraaggerichtheid zijn bedrijven, SBB en het beroepsonderwijs. Nu in 2014 voor het eerst weer een beperkte  groei van de economie wordt verwacht, wil Rijnmond anticiperen op het herstel en de uitdagingen voor de arbeidsmarkt v/d toekomst. De economische recessie - versterkt door verscherpte gemeentelijke controles op de registratieplicht van werkzoekenden met een bijstandsuitkering - heeft gezorgd voor een forse toename v/h aantal geregistreerde werkzoekenden tot 84.000 in juni 2013, waarvan 9.600 jongeren tot 27 jaar (11%)(UWV, Regio in beeld 2013 - Arbeidsmarktschets Rijnmond, oktober 2013). De ESF-subsidie wordt aangewend om de brede doelgroep van ESF-gerechtigde deelnemers in weerwil v/d arbeidsmarktrealiteit -stapsgewijs- toe te leiden naar arbeidsparticipatie/betaald werk: inwoners met uitkering v/h UWV en/of gemeente > 6 mnd in periode van 12 mnd voorafgaand, arbeidsbelemmerden, jongeren < 28 jaar, NUO-ers en/of 55-plussers met uitkering v/d gemeente.",01.10.2014,31.12.2016,€ 12.058.200,€ 27.616.400
2014EUSF20129,VSO,2014,Gemeente Zoetermeer,Zoetermeer,NL,n.v.t.,Arbeidstoeleiding PrO-vso ZUID-HOLLAND CENTRAAL,"De arbeidsmarktregio Zuid-Holland Centraal geeft haar regionale arbeidsmarktbeleid vorm middels een uniforme werkgeversbenadering. Hierop aanhakende heeft de gemeente Zoetermeer een Sociaal Economische Agenda ontwikkeld waarbij de werkgeversbenadering wordt vertaald naar concrete doelstellingen waaronder vergroten werkgelegenheid, vermindering uitkeringsgerechtigden en betering aansluiting onderwijs/arbeidsmarkt. Daartoe wil de gemeente Zoetermeer o.a. faciliteren dat PrO/vso in arbeidsmarktregio Zuid-Holland Centraal i/d schooljaren 2014-2015 en 2015-2016 extra ESF-middelen kan investeren i/d arbeidstoeleiding en duurzame arbeidsinpassing/arbeidsintegratie van ca. 350 (ex-)leerlingen vanaf 15 jaar. Deze jongeren zijn kwetsbaar o/d arbeidsmarkt en hebben voor het verkrijgen/behouden van een baan extra aandacht nodig. Hoewel PrO/vso de afgelopen jaren heeft geÃ¯nvesteerd i/d kwaliteitsverbetering v/d arbeidstoeleiding, is de ESF-subsidie juist nu zeer gewenst om de (ex-)leerlingen passende professionele ondersteuning/ begeleiding te bieden. In weerwil v/d arbeidsmarktrealiteit en de mbo-entreeopleidingseisen, zetten de scholen alles op alles om tegen de verwachte trend in de relatief hoge uitstroompercentages naar een (leerwerk)baan te handhaven.  De ESF-middelen kunnen worden aangewend om de aansluiting met de regionale arbeidsmarkt -blijvend- te verbeteren. Arbeidstoeleiding wordt vormgegeven door een intensieve samenwerking v/d scholen met ketenpartners tijdens de transitiefase. De arbeidsvoorbereidende inzet i/d laatste fase v/h onderwijs bevordert een goede startpositie, waardoor een succesvolle entree op de arbeidsmarkt kan worden gemaakt (arbeidinpassing). PrO/vso sluit hiermee aan op RUIM BAAN VOOR DE JEUGD, Plan van Aanpak Impuls Jeugdwerkloosheid 2013-2014 HAAGLANDEN en ZUID-HOLLAND CENTRAAL, waarin staat dat extra inspanningen nodig zijn om PrO-/vso-jongeren naar duurzame arbeid te begeleiden, te voorkomen dat de jongeren tussen de wal en het schip vallen en/of uitvallen bij de werkgever. ",06.10.2014,31.07.2016,€ 514.050,€ 1.028.100
2014EUSF2013,AMR,2014,gemeente Breda,Breda,NL,n.v.t.,RWB1 Toeleiding naar arbeid 2014-2015,"Binnen de regio West Brabant is het rpA verantwoordelijk voor de ambities en uitvoering van het arbeidsmarktbeleid. In West-Brabant werken 19 gemeenten, onderwijs, bedrijfsleven, UWV, kenniscentra, werkgevers- en en werknemersorganisaties samen aan het ontwikkelen van regionaal arbeidsmarktbeleid en het oplossen van knelpunten op dit beleidsgebied. 
In de regionale meerjarenvisie West-Brabant werkt en pakt door!  is het uitgangspunt de drie Os (Overheid, Onderwijs en Ondernemers) vertaald naar een uitvoeringsprogramma.
De arbeidsmarkt als geheel wordt krapper, dynamischer en complexer. Ondanks de huidige economische recessie is de voorspelling dat er vanaf 2020 grote tekorten op de arbeidsmarkt gaan ontstaan. Deze tekorten worden hoofdzakelijk veroorzaakt door ontgroening (daling van aantal jongeren) en vergrijzing (stijging van aantal ouderen). West-Brabant heeft in kaart gebracht in welke sectoren en op welk niveau deze tekorten het grootst zullen zijn. In de meerjarenvisie is de opgave tot 2020 geformuleerd, waarbij de opgave op de arbeidsmarkt voor West-Brabant inzichtelijk worden gemaakt. De uitdaging is om de disbalans op de arbeidsmarkt op te heffen. Om de arbeidsparticipatie te vergroten, mensen met een grote afstand tot de arbeidsmarkt toe te leiden en daarmee te kunnen voorzien in het toekomstige aanbod aan banen zijn in de meerjarenvisie 6 ambities geformuleerd:
1. Verbeterde kwalificering van de beroepsbevolking
2. Het beschikbare aanbod zo breed mogelijk benutten
3. Bevordering van mobiliteit en flexibiliteit op de arbeidsmarkt
4. Focus op de kansrijke en topsectoren
5. Versterken en verduurzamen netwerkstructuur West-Brabant
6. Bevorderen instroom leerlingen naar opleidingen voor de kansrijke en excellente sectoren
Om deze uitdagingen en ambities financieel te ondersteunen dient de regio West Brabant (Gemeente Breda) een aanvraag in voor ESF sociale inclusie 2014-2020. De ambities geformuleerd binnen het uitvoeringsprogramma van het rpA bieden de kaders waarbinnen de deelprojecten vorm krijgen.
",01.10.2014,31.12.2016,€ 1.982.207,€ 3.964.414
2014EUSF20130,VSO,2014,Gemeente Dordrecht,Dordrecht,NL,n.v.t.,VSO-PrO Drechtsteden Inclusief 1,"Het Nederlandse kabinet zet ESF 2014-2020 in om actieve inclusie te bevorderen van (ex-)leerlingen Vso/PrO. CoÃ¶rdinerende gemeente Dordrecht wil faciliteren dat Vso/PrO in arbeidsmarktregio Drechtsteden i/d schooljaren 2014-2015 en 2015-2016 extra ESF-middelen kan investeren i/d arbeidstoeleiding en duurzame arbeidsinpassing/arbeidsintegratie van ruim 700 (ex-)leerlingen vanaf 15 jaar. Deze jongeren zijn kwetsbaar o/d arbeidsmarkt en hebben voor het verkrijgen/behouden van een baan extra aandacht en hulp nodig. Hoewel Vso/PrO de afgelopen jaren heeft geÃ¯nvesteerd i/d kwaliteitsverbetering v/d arbeidstoeleiding, is de ESF-subsidie juist nu zeer gewenst om de (ex-)leerlingen adequate, passende professionele ondersteuning/begeleiding te bieden. In weerwil v/d arbeidsmarktrealiteit en de mbo-entreeopleidingseisen, zetten de scholen alles op alles om tegen de verwachte trend in de relatief hoge uitstroompercentages naar een (leerwerk)baan te handhaven. De ESF-middelen kunnen worden aangewend om de aansluiting met de regionale arbeidsmarkt -blijvend- te verbeteren. Arbeidstoeleiding wordt vormgegeven door een intensieve samenwerking v/d scholen met ketenpartners tijdens de transitiefase, d.w.z. de  laatste 2 schooljaren t/m 2 jaren nazorg erna. De arbeidsvoorbereidende inzet i/d laatste fase v/h onderwijs bevordert een goede startpositie, waardoor een succesvolle entree op de arbeidsmarkt kan worden gemaakt (arbeidinpassing).  De loopbaan v/d individuele leerling is leidend en bepaalt de gewenste ondersteuning tijdens de transitie.  Monitoring ervan kan geschieden door koppeling van het Individueel Transitieplan (ITP) aan het individueel ontwikkelingsplan (IOP). SPON VSO Bleyburghschool te Sliedrecht, SPON VSO de Stroom te Dordrecht, De Sprong (PrO) te Sliedrecht, Hans Petrischool te Dordrecht, Wartburg College te Dordrecht en Yulius Drechtster College te Dordrecht sluiten hiermee aan op de plannen v/d gemeenten in de regio Drechtsteden om te voorkomen dat jongeren a/d kant komen te staan zonder opleiding of werk. ",07.10.2014,31.07.2016,€ 546.300,€ 1.365.750
2014EUSF20131,VSO,2014,Gemeente Tilburg,Tilburg,NL,n.v.t.,Aan de slag voor het VSO-PrO,"Door invoering van de Participatiewet zullen meer jongeren met een beperking de arbeidsmarkt op komen. Dit betekent o.a. dat een relatief grotere groep jongeren uit  het VSO/PrO het profiel arbeidstoeleiding krijgt en begeleid moet worden richting een passende werkplek. De druk op het onderwijs neemt hierdoor toe (resultaatverplichting). 

Het is daarom belangrijk nu te starten met een intensievere samenwerking tussen scholen, gemeente en bedrijven om jongeren optimaal te ondersteunen in hun voorbereiding op werk (stage). De stageperiode is een essentieel onderdeel van het onderwijs op het VSO/PrO. Werkgevers zijn daarom van groot belang voor het ontwikkelen van de leerlingen en de doorstroom naar werk. Dit voorkomt dat jongeren tussen wal en schip vallen en op termijn afhankelijk worden van bijvoorbeeld een uitkering.

Samen WerkTilburg (SWT) is een initiatief van het VSO en PrO in Tilburg en heeft als doel om meer jongeren uit het VSO/PrO op een duurzame manier toe te leiden naar arbeid en een passende plaats in de samenleving. SWT bestaat uit de scholen van Biezonderwijs, de Mytylschool Tilburg en MET Praktijkonderwijs uit Waalwijk en uit het netwerk Amarant Groep, Motorcycle Support, MEE en Peijnenburg re-integratie. 

SWT wil de ESF-middelen gebruiken om nauwere relaties aan te gaan met bedrijven en hier meer stageplekken te creÃ«ren voor jongeren. Aangevuld met begeleiding zorgt dit ervoor dat de kansen op duurzame uitstroom richting reguliere arbeid zo optimaal mogelijk zijn. SWT zoekt daarbij vooral naar plaatsingsmogelijkheden in kansrijke sectoren in de regio Tilburg. SWT zal nauw samenwerken met centrumgemeente Tilburg en de NOMA dienstverlening die zij hanteert. 

Centrale doelstelling: 
Het optimaal toerusten van leerlingen uit het VSO/PrO op doorstroom naar arbeid middels externe stages bij bedrijven in kansrijke sectoren in Midden-Brabant. Daarbij gebruik makend van branchegerichte cursussen, avondscholing en intensieve jobcoaching om de kansen van leerlingen verder te vergroten. 
",01.12.2014,30.11.2016,€ 771.000,€ 1.542.955
2014EUSF20132,AMR,2014,Gemeente Tilburg,Tilburg,NL,n.v.t.,Arbeidsfit met NOMA,"Gemeente Tilburg heeft als centrumgemeente de regiogemeenten uitgenodigd activiteiten en medefinanciering in te brengen voor deze ESF-aanvraag. De regiogemeenten geven unaniem de voorkeur aan het indienen van de aanvraag met Tilburgse activiteiten. De regio kiest bewust voor dit scenario, om de beheerslasten Ã©n risico's zo laag mogelijk te houden. De hele regio streeft op deze manier ernaar de ESF-subsidie zo volledig te realiseren, en daarmee optimaal gebruik te maken van de ESF-middelen voor de arbeidsmarktregio Midden-Brabant. De activiteiten waarmee deze doelstelling behaald moet worden, betreffen begeleiding van werkzoekenden om deze zo goed mogelijk voor te bereiden op een actieve en duurzame inzet op de reguliere arbeidsmarkt. We proberen dat door de werkzoekenden zo praktijkgericht en arbeidsmarktrelevant mogelijke activiteiten en / of  werkhandelingen te laten verrichten. Waar nodig bieden we passende (bij-)scholing aan om dit te bereiken. Belemmeringen voor uitstroom worden weggenomen. Onze externe uitvoerders werken hiervoor samen met gespecialiseerde zorg- en welzijnsinstellingen. De uitvoerders voeren de regie op de ondersteuning van de klant, bevorderen dat noodzakelijke zorg en hulpverlening voor de klant beschikbaar komen, maar nemen niet de rol van de hulpverlener over. ",01.11.2014,31.10.2016,€ 1.799.000,€ 4.794.784
2014EUSF2016,VSO,2014,Zaanstad,Zaandam,NL,n.v.t.,Arbeidstoeleiding PrO-vso ZAANSTREEK-WATERLAND,"Het Nederlandse kabinet zet ESF 2014-2020 in om actieve inclusie te bevorderen van (ex-)leerlingen PrO/vso. CoÃ¶rdinerende gemeente Zaanstad wil faciliteren dat PrO/vso in arbeidsmarktregio Zaanstreek/Waterland i/d schooljaren 2014-2015 en 2015-2016 extra ESF-middelen kan investeren i/d arbeidstoeleiding en duurzame arbeidsinpassing/arbeidsintegratie van ca. 780 (ex-)leerlingen vanaf 15 jaar. Deze jongeren zijn kwetsbaar o/d arbeidsmarkt en hebben voor het verkrijgen/behouden van een baan extra aandacht en hulp nodig. Hoewel PrO/vso de afgelopen jaren heeft geÃ¯nvesteerd i/d kwaliteitsverbetering v/d arbeidstoeleiding, is de ESF-subsidie juist nu zeer gewenst om de (ex-)leerlingen adequate, passende professionele ondersteuning/begeleiding te bieden. In weerwil v/d arbeidsmarktrealiteit en de mbo-entreeopleidingseisen, zetten de scholen alles op alles om tegen de verwachte trend in de relatief hoge uitstroompercentages naar een (leerwerk)baan te handhaven.  De ESF-middelen kunnen worden aangewend om de aansluiting met de regionale arbeidsmarkt -blijvend- te verbeteren. Arbeidstoeleiding wordt vormgegeven door een intensieve samenwerking v/d scholen met ketenpartners tijdens de transitiefase, d.w.z. de  laatste 2 schooljaren t/m 2 jaren nazorg erna. De arbeidsvoorbereidende inzet i/d laatste fase v/h onderwijs bevordert een goede startpositie, waardoor een succesvolle entree op de arbeidsmarkt kan worden gemaakt (arbeidinpassing).  De loopbaan v/d individuele leerling is leidend en bepaalt de gewenste ondersteuning tijdens de transitie.  Monitoring ervan kan geschieden door koppeling van het Individueel Transitieplan (ITP) aan het individueel ontwikkelingsplan (IOP).  PrO/vso sluit hiermee aan op de Aanpak Jeugdwerkloosheid Zaanstreek-Waterland, 2013-2014 Van school naar werk, waarin staat dat extra inspanningen nodig zijn om te voorkomen dat jongeren aan de kant komen te staan zonder opleiding of werk.",18.08.2014,17.08.2016,€ 434.400,€ 955.680
2014EUSF2017,VSO,2014,Gemeente Hilversum,Hilversum,NL,n.v.t.,Fit voor Arbeid-Duurzame arbeidstoeleiding op maat,"De aanvraag Fit voor Arbeid betreft 3 scholen in de arbeidsmarktregio Gooi- en Vechtstreek. De realisatie betreft 2 scholen namelijk de Gooise Praktijkschool (Pro-cluster) en Mulock Houwer (VSO-cluster). Een toelichting hierop vind u in de bijlage 'betekenisvolle wijzigingen'. 

Het samenwerkingsverband betreft de Gooise Praktijkschool (GPS) en Mulock houwer en de regio Gooi en Vechtstreek en is onderdeel van het programma Jongeren, Onderwijs en Arbeidsmarkt (JOA). Het project richt zich op jongeren die zeer moeilijk kunnen leren en/of kampen met ernstige gedragsproblemen. Het motto 'de leerling is de maat als leren niet vanzelf gaat' is van toepassing op de activiteiten die het samenwerkingsverband organiseert met ESF-middelen.

De focus lag hierbij op persoonlijke leerplannen van jongeren die aansluiten bij de wensen en behoeften. Er is invulling gegeven aan de individuele leerplannen en de leerlingen hebben aan verschillende activiteiten deelgenomen om deze leerplannen (succesvol) tot uitvoering te brengen.
Beide scholen organiseerden stage-werkplekken, waarin leerlingen gedurende een aantal maanden stage lopen bij een bedrijf (of meerdere bedrijven) uit hun voorkeursbranche. De GPS organiseert daarbij ook branchecursussen die aansluiten bij hun voorkeursbranche. De leerlingen maken hierdoor een gefundeerde keuze voor een branche en het soort werk binnen deze branche. Een ander doel was meer inzicht krijgen in de mogelijkheden en talenten van de leerlingen. Er zijn 227 leerlingen die de activiteit  Aansluiting Speciaal Onderwijs op Arbeidsmarkt succesvol hebben doorlopen.

Het project Fit voor Arbeid zorgt er dus voor leerlingen met speciaal onderwijs goede aansluiting vinden op de arbeidsmarkt. In totaal hebben 237 leerlingen geprofiteerd van het ESF-project. Hiervan zijn alle uitstroom-leerlingen uitgestroomd naar een vervolg opleiding of hebben zij een (betaalde) arbeidsplaats gekregen. Zodoende heeft het project Fit voor Arbeid geleid tot het vergroten van de mogelijkheden tot duurzame arbeidsinpassing.",06.08.2014,05.08.2016,€ 290.700,€ 1.344.273
2014EUSF2018,VSO,2014,Gemeente Arnhem,Arnhem,NL,n.v.t.,Arbeidstoeleiding kwetsbare jongeren,"Aanleiding:
Vanaf 2015, als de Participatiewet van kracht gaat, worden de arbeidsmarktkansen aanzienlijk kleiner voor leerlingen van het praktijkonderwijs (PRO) en voortgezet speciaal onderwijs (VSO). Voor deze groep jongeren, die vanwege een handicap te kampen hebben met functiebeperkingen, is het vaak niet mogelijk om zonder ondersteuning op de arbeidsmarkt actief te zijn. Wanneer geen aanvullende activiteiten worden ondernomen komen deze jongeren bij de gemeenten als participatie- of als werkklant. 
Het PRO en VSO zijn veelal eindonderwijs en het einddoel is een zo zelfstandig mogelijke plaats in de maatschappij. Door de landelijke ontwikkelingen Ã©n de recessie komt het uitstroomperspectief van deze leerlingen richting het mbo, beschermde en reguliere arbeid onder druk te staan. Voor deze jongeren is een integrale benadering en een soepele overgang van school naar werk van groot belang. 

Activiteiten:
De voorgenomen samenwerking tussen de PRO en VSO scholen uit onze arbeidsmarktregio is een eerste stap naar een integraal beleid. Met deze subsidieaanvraag zetten we in op het versterken van de bestaande structuur en voorzieningen voor jongeren. De activiteiten waarop wordt inzet zijn Stage- werkplekleren, Branchecursus, Jobcoaching en het Leerwerkbedrijf.

Doelstelling:
Door extra begeleiding bij de hierboven genoemde activiteiten krijgen leerlingen met een grotere afstand op de arbeidsmarkt een betere kans op werk of een vervolgopleiding. 

Beoogde resultaten:
- Met de activiteiten bevorderen we de aansluiting van PRO en VSO op de arbeidsmarkt of vervolgonderwijs
- De arbeidstoeleiding (begeleiding naar werk) van de PRO en VSO scholen binnen de regio is integraal, toekomst- en preventiegericht
- Voorkomen vroegtijdig schoolverlaten binnen PRO en VSO
- De jongeren worden beter voorbereid op de arbeidsmarktgerichte beroepskeuze
- Waar mogelijk behalen jongeren een (deel)certificaat gericht op een specifiek beroep",18.08.2014,31.07.2016,€ 924.450,€ 2.016.982
2014EUSF2019,VSO,2014,Gemeente Alkmaar,Alkmaar,NL,n.v.t.,Arbeidstoeleiding regio Noord Holland noord,"Aanleiding:
Vanaf 2015, als de Participatiewet van kracht gaat, worden de arbeidsmarktkansen aanzienlijk kleiner voor leerlingen van het praktijkonderwijs (PRO) en voortgezet speciaal onderwijs (VSO). Voor deze groep jongeren, die vanwege een handicap te kampen hebben met functiebeperkingen, is het vaak niet mogelijk om zonder ondersteuning op de arbeidsmarkt actief te zijn. Wanneer geen aanvullende activiteiten worden ondernomen komen deze jongeren bij de gemeenten als participatie- of als werkklant. 
Het PRO en VSO zijn veelal eindonderwijs en het einddoel is een zo zelfstandig mogelijke plaats in de maatschappij. Door de landelijke ontwikkelingen Ã©n de recessie komt het uitstroomperspectief van deze leerlingen richting het mbo, beschermde en reguliere arbeid onder druk te staan. Voor deze jongeren is een integrale benadering en een soepele overgang van school naar werk van groot belang. 

Activiteiten:
De voorgenomen samenwerking tussen de PRO en VSO scholen uit onze arbeidsmarktregio is een eerste stap naar een integraal beleid. Met deze subsidieaanvraag zetten we in op het versterken van de bestaande structuur en voorzieningen voor jongeren. De activiteiten waarop wordt ingezet zijn Stage- werkplekleren, Branchecursus en het Leerwerkbedrijf.

Doelstelling:
Door extra begeleiding bij de hierboven genoemde activiteiten krijgen leerlingen met een grotere afstand op de arbeidsmarkt een betere kans op werk of een vervolgopleiding. 

Beoogde resultaten:
- Met de activiteiten bevorderen we de aansluiting van PRO en VSO op de arbeidsmarkt of vervolgonderwijs
- De arbeidstoeleiding (begeleiding naar werk) van de PRO en VSO scholen binnen de regio is integraal, toekomst- en preventiegericht
- Voorkomen vroegtijdig schoolverlaten binnen PRO en VSO
- De jongeren worden beter voorbereid op de arbeidsmarktgerichte beroepskeuze
- Waar mogelijk behalen jongeren een (deel)certificaat gericht op een specifiek beroep
",14.08.2014,31.07.2016,€ 684.300,€ 1.368.600
2015EUSF2012205,AMR,2014,"Ministerie van Justitie, DJI, Sectordirectie GW",Den Haag,NL,n.v.t.,Re-integratie DJI 2016,"De doelgroep van het project bestaat uit: 
- Volwassen gedetineerden.
- Forensische patiÃ«nten met reÃ«el re-integratie perspectief. 
- Strafrechtelijk in JustitiÃ«le Jeugdinrichtingen verblijvende jongeren. 
- Civielrechtelijk in JustitiÃ«le Jeugdinrichtingen verblijvende jongeren. De verantwoordelijkheid voor deze doelgroep is vanaf 14-10-2010 overgedragen aan het ministerie van VWS. Daarom is VWS mede-aanvrager. 

De arbeidsmarktpositie van de doelgroep is slecht. Door langdurige werkloosheid, het ontbreken van een startkwalificatie en stigmatisering zijn ze vrijwel onbemiddelbaar. Daarmee is het risico op sociale uitsluiting groot. Het project beoogt de arbeidsmarktpositie van de doelgroep zodanig te verbeteren, dat zij uiteindelijk naar werk bemiddelbaar zijn of na detentie direct inpasbaar zijn in een arbeidsmarkt gerelateerd programma of opleidingstraject gericht op het behalen van een startkwalificatie. Door individuele trajectbegeleiding (ITB) en scholing en training wordt de detentietijd benut om scholing op maat te volgen en werkervaring op te doen. Tevens wordt door de ITB-er via het sociale netwerk actief bemiddeld naar betaald werk en/of vervolgscholing. De ITB zoekt aansluiting bij de gemeente waar de deelnemer zich na detentie zal vestigen, om het mogelijk te maken bij invrijheidsstelling het arbeidsmarkt gerelateerde programma af te maken en instroom in de WWB te voorkomen. De DJI heeft voor de sectoren gevangeniswezen, JJI en DForzo beleidskaders vastgesteld waarin de uitgangspunten zijn geformuleerd voor de rojectactiviteiten bij de inrichtingen. Deze beleidskaders vormen tevens het kader voor de beoordeling van de subsidiabiliteit binnen ESF van de projectactiviteiten. Voor de DJI is het vooraf onmogelijk de precieze omvang en onderverdeling van de doelgroep vast te stellen. Het aanbod en de verblijfsduur worden volledig bepaald door maatschappelijke ontwikkelingen, de justitieketen en de rechterlijke macht hierin.",01.01.2016,31.12.2016,€ 9.000.000,€ 19.218.927
