Name des Begünstigten,Bezeichnung des Vorhabens,Zusammenfassung des Vorhabens,Datum des Beginns,Datum des Endes,"Gesamtbetrag förderfähiger 
Ausgaben","Kofinanzierungssatz","PLZ 
Begünstigter",Land,Themenfeld
Personal_inform GmbH,Berufsweg Bürokommunikation - Deutsch für kaufmännische Berufe - 8,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",17.10.2016,30.04.2017,"106.758,00 €","49,92%",10117,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Personal_inform GmbH,Berufsweg Bürokommunikation - Deutsch für kaufmännische Berufe - 9,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",01.11.2016,31.05.2017,"106.758,00 €","49,92%",10117,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Personal_inform GmbH,Berufsweg Bürokommunikation - Deutsch für kaufmännische Berufe - 10,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",08.11.2016,15.06.2017,"106.758,00 €","49,92%",10117,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Pfefferwerk Stadtkultur gGmbH,Bonvena:Berlin - Betriebsnahe Qualifizierung geflüchteter junger Menschen,Bonvena:Berlin - Betriebsnahe Qualifizierung geflüchteter junger Menschen,14.11.2016,30.04.2017,"45.742,50 €",50%,10119,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
"Plan B, gemeinnützige Ges. für berufliche Bildung mbH","Kauffrau im Einzelhandel, Fachrichtung Modewelt-Textil","Gefördert werden Maßnahmen der beruflichen Orientierung und Qualifizierung für Frauen, die erwerbslos bzw. nicht erwerbstätig sind. Die Maßnahmen sollen sich an Frauen richten, die den Einstieg oder den Wiedereinstieg in den Arbeitsmarkt anstreben und  / oder besondere Zugangshemmnisse zum Ausbildungs- bzw. Arbeitsmarkt aufweisen. Die Maßnahmen müssen gleichstellungs- und arbeitsmarkpolitisch zweckmäßig und auf die persönlichen und fachlichen Voraussetzungen der Teilnehmerinnen zugeschnitten sein.

",01.01.2016,30.06.2016,"90.354,46 €",50%,10179,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
"Plan B, gemeinnützige Ges. für berufliche Bildung mbH",Verkäuferin im Einzelhandel / Fachrichtung Lebensmittel 1,"Instrument 1   
Gefördert werden Maßnahmen der beruflichen Orientierung und Qualifizierung für Frauen, die erwerbslos bzw. nicht erwerbstätig sind. Die Maßnahmen sollen sich an Frauen richten, die den Einstieg oder den Wiedereinstieg in den Arbeitsmarkt anstreben und  / oder besondere Zugangshemmnisse zum Ausbildungs- bzw. Arbeitsmarkt aufweisen. Die Maßnahmen müssen gleichstellungs- und arbeitsmarkpolitisch zweckmäßig und auf die persönlichen und fachlichen Voraussetzungen der Teilnehmerinnen zugeschnitten sein.

",19.09.2016,18.01.2018,"292.794,55 €",50%,10179,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
"Plan B, gemeinnützige Ges. für berufliche Bildung mbH",Altenpflege 15,"Gefördert werden Maßnahmen der beruflichen Orientierung und Qualifizierung für Frauen, die erwerbslos bzw. nicht erwerbstätig sind. Die Maßnahmen sollen sich an Frauen richten, die den Einstieg oder den Wiedereinstieg in den Arbeitsmarkt anstreben und  / oder besondere Zugangshemmnisse zum Ausbildungs- bzw. Arbeitsmarkt aufweisen. Die Maßnahmen müssen gleichstellungs- und arbeitsmarkpolitisch zweckmäßig und auf die persönlichen und fachlichen Voraussetzungen der Teilnehmerinnen zugeschnitten sein.

",01.01.2016,31.08.2016,"69.784,78 €","17,20%",10179,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
pro futura Bildung & soziale Dienste GmbH,Geprüfte Betreuungsfachkraft gemäß Richtlinien nach § 87b Abs. 3 SGB XI,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

Die Änderung des Ursprungsantrags wurde notwendig, weil nicht ausreichend Teilnehmende gefunden werden konnten. Der Antrag wurde deshalb verkürzt und die Teilnehmeranzahl reduzuiert (siehe dazu die Begründung unter 5.1 und 5.7)

",25.04.2016,03.06.2016,"5.693,76 €","49,92%",10407,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Raupe und Schmetterling-Frauen in der Lebensmitte,Frauen finden Wege ins Berufsleben - 3 Berufsorientierungskurse,"Gefördert werden Maßnahmen der beruflichen Orientierung und Qualifizierung für Frauen, die erwerbslos bzw. nicht erwerbstätig sind. Die Maßnahmen sollen sich an Frauen richten, die den Einstieg oder den Wiedereinstieg in den Arbeitsmarkt anstreben und  / oder besondere Zugangshemmnisse zum Ausbildungs- bzw. Arbeitsmarkt aufweisen. Die Maßnahmen müssen gleichstellungs- und arbeitsmarkpolitisch zweckmäßig und auf die persönlichen und fachlichen Voraussetzungen der Teilnehmerinnen zugeschnitten sein.

",01.07.2016,31.12.2017,"69.300,00 €","48,05%",10719,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
Raupe und Schmetterling-Frauen in der Lebensmitte,Frauen finden Wege ins Berufsleben - 2 Berufsorientierungskurse,"Gefördert werden Maßnahmen der beruflichen Orientierung und Qualifizierung für Frauen, die erwerbslos bzw. nicht erwerbstätig sind. Die Maßnahmen sollen sich an Frauen richten, die den Einstieg oder den Wiedereinstieg in den Arbeitsmarkt anstreben und  / oder besondere Zugangshemmnisse zum Ausbildungs- bzw. Arbeitsmarkt aufweisen. Die Maßnahmen müssen gleichstellungs- und arbeitsmarkpolitisch zweckmäßig und auf die persönlichen und fachlichen Voraussetzungen der Teilnehmerinnen zugeschnitten sein.

",01.01.2016,30.06.2016,"23.139,02 €","48,06%",10719,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
Schildkröte GmbH,StartPunkt B. Berufsorientierung,"Konzeptionierungs- und Umsetzungsleistungen betreffend das  ESF-Förderinstrument Nr. 15 des Landes Berlin  &bdquo;Berufliche Integration Jugendlicher: Berufsorientierung und Berufsvorbereitung&ldquo;

",30.09.2015,31.08.2017,"1.583.604,00 €",50%,10967,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
Schöll AG,SIFS_01-16 Sicherheitsfachkraft - mit Sachkundeprüpfung § 34a GewO,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

",01.06.2016,31.08.2016,"59.178,20 €","49,92%",10829,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
SchulePLUS,PEB Talenthaus Pflege,"Gefördert wird ein Projekt im Rahmen des Instruments ""PEB - innovative Modellprojekte"". Zweck ist die modellhafte Erprobung neuer Handlungsansätze in den Bezirken. Mit dem Projekt ""Talenthaus Pflege"" erhalten Arbeitssuchende einen Einblick in den Arbeitsalltag der Gesundheitsbranche, lernen die Arbeitgeberstruktur des Gesundheitssektors im Bezirk kennen und probieren in abwechslungsreichen Formaten selbst aus, ob ihnen die Herausforderungen einer Tätigkeit in diesem Sektor liegen. Im Vordergrund steht die Information und Begeisterung für ein Arbeitsgebiet, das sich die soziale Arbeit am Menschen zur Aufgabe gemacht hat. Das Projekt leistet einen aktiven Beitrag zur Bewältigung des Fachkräftemangels in der Gesundheitsbranche im Bezirk Charlottenburg-Wilmersdorf. Es fördert darüber hinaus die Integration von (Langzeit) Arbeitslosen auf dem ersten Arbeitsmarkt. Die Zuwendung ist an die Umsetzung des Projektes gebunden.

",01.10.2016,30.06.2019,"495.322,57 €",50%,10829,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Seneca Intensiv - Bildungsprogramme für künstlerische Bewegung,StuVo Tanzjahr,"Mit dem Programm &bdquo;Jugend-Freiwillig-Kultur&ldquo; werden Projekte gefördert, die der Berufsorientierung und Berufsvorbereitung für Jugendliche und Heranwachsende durch mindestens einwöchige Qualifizierungen in Verbindung mit Informations- bzw. Beratungsangeboten in oder mit Einrichtungen des Kulturbereiches dienen. Ziel des Programms ist die Klärung der beruflichen Zukunft der Teilnehmerinnen und Teilnehmer und die Vorbereitung auf den realen Berufseintritt im Bereich der künstlerischen und kreativen Berufe.

Gegenstand der Förderung ist die Erhöhung der spezifischen Ausbildungs- und Studienreife in Kreativberufen - hier: Tanz.

",01.07.2016,08.07.2018,"189.992,59 €","49,95%",13088,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
soko.bildung GmbH,Weiterbildung im Berufsfeld der Maßschneiderin mit berufsbezogenem Deutschunterricht,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.     

",06.04.2016,30.09.2016,"77.498,40 €","49,92%",12055,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
soko.bildung GmbH,Weiterbildung im Berufsfeld der Maßschneiderin mit berufsbezogenem Deutschunterricht,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",04.07.2016,23.12.2016,"59.441,80 €","49,92%",12055,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
soko.bildung GmbH,Weiterbildung im Berufsfeld der Maßschneiderin mit berufsbezogenem Deutschunterricht,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",04.10.2016,28.02.2017,"63.264,00 €","49,92%",12055,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Stadtteilverein Schöneberg e.V.,Auf neuen Wegen,"Förderung des Ehrenamtes im Rahmen des Bürgerschaftlichen Engagements durch Qualifizierung von Personen mit besonderem Unterstützungsbedarf.

",01.01.2016,31.12.2017,"340.418,72 €","49,72%",10827,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Stiftung Naturschutz Berlin,Projekt: 1600006356 - Antrag - FÖJ 2015/2016 - SNB - Projekt _170 Freiwilliges Ökologisches Jahr,"Die Rahmenbedingungen für ein FÖJ werden durch das Gesetz zur Förderung der Jugendfreiwilligendienste vorgegeben.

Das FÖJ ist ein einjähriges Bildungs- und Beschäftigungsangebot im Umweltbereich (Projektlaufzeit: jährlich vom 01.09. bis 31.08. des Folgejahres). Es wird ganztägig als überwiegend praktische Hilfstätigkeit, die an Lernzielen orientiert ist, in geeigneten Stellen und Einrichtungen geleistet, die im Bereich des Natur- und Umweltschutzes einschließlich der Bildung zur Nachhaltigkeit tätig sind.

Ziel ist es, soziale, kulturelle und interkulturelle Kompetenzen zu vermitteln und das Verantwortungsbewusstsein für das Gemeinwohl zu stärken. Neben der kontinuierlichen individuellen Betreuung der Teilnehmenden ist die Seminararbeit ein wesentlicher Bestandteil der pädagogischen Begleitung. Die Gesamtdauer der Seminare beträgt bezogen auf einen zwölfmonatigen Freiwilligendienst mindestens 25 Tage.

",01.09.2015,31.08.2016,"1.741.984,41 €",50%,10785,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Stiftung Naturschutz Berlin,Antrag - FÖJ 2016/2017 - SNB - Projekt _190 Freiwilliges Ökologisches Jahr,"Die Rahmenbedingungen für ein FÖJ werden durch das Gesetz zur Förderung der Jugendfreiwilligendienste vorgegeben.   Das FÖJ ist ein einjähriges Bildungs- und Beschäftigungsangebot im Umweltbereich (Projektlaufzeit: jährlich vom 01.09. bis 31.08. des Folgejahres). Es wird ganztägig als überwiegend praktische Hilfstätigkeit, die an Lernzielen orientiert ist, in geeigneten Stellen und Einrichtungen geleistet, die im Bereich des Natur- und Umweltschutzes einschließlich der Bildung zur Nachhaltigkeit tätig sind. Ziel ist es, soziale, kulturelle und interkulturelle Kompetenzen zu vermitteln und das Verantwortungsbewusstsein für das Gemeinwohl zu stärken. Neben der kontinuierlichen individuellen Betreuung der Teilnehmenden ist die Seminararbeit ein wesentlicher Bestandteil der pädagogischen Begleitung. Die Gesamtdauer der Seminare beträgt bezogen auf einen zwölfmonatigen Freiwilligendienst mindestens 25 Tage. Die Zuwendung ist zweckgebunden entsprechend dem Antrag nebst allen Anlagen und Beschreibungen einzusetzen. Die Bundesmittel sind ausschließlich bestimmt für die pädagogische Begleitung im Freiwilligen Ökologischen Jahr im Sinne des Gesetzes zur Förderung von Jugendfreiwilligendiensten (JFDG) für den Freiwilligenjahrgang 2016/2017. Grundlage für die Beurteilung der zuwendungsfähigen Ausgaben sind die Rundschreiben des BMFSFJ zum Katalog der zuwendungsfähigen Positionen im FSJ/FÖJ sowie die Rahmenleitlinie für den ESF in Berlin für die Förderperiode 2014-2020. 

",01.09.2016,31.08.2017,"1.953.452,00 €","41,98%",10785,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
"Stiftung SPI, GB Soziale Räume u. Projekte",Programmagentur Rechtskunde - Jugendgerichtsprojekt," Konzeptionierungs- und   Umsetzungsleistungen betreffend das   ESF-Förderinstrument Nr. 16   des Landes Berlin   &bdquo;Vertiefte Berufsorientierung /   Erhöhung der Berufswahlkompetenz&ldquo; 

",01.10.2015,31.08.2017,"1.112.664,00 €",50%,10405,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
Stiftung SYNANON,Qualifizierung und Beschäftigung V,"Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für 

 langzeitarbeitslose suchtmittelgefährdete und suchtmittelabhängige Menschen in Berlin 

 aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder 

 anderen gesetzlichen Grundlagen gefördert werden können. 

Durchführung von Maßnahmen der Beschäftigung und Qualifizierung für langzeitarbeitslose suchtmittelgefährdete und suchtmittelabhängige Menschen in Berlin aus Mitteln des Europäischen Sozialfonds (ESF), die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können

",01.11.2015,31.12.2017,"886.322,49 €","49,90%",13051,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
SYSTEM-DATA Schulungs- und Beratungsgesellschaft mbH,Wiedereinstieg in das Berufsleben und berufsbezogenes Fachdeutsch mit speziellem Berufsbezug I,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

",18.04.2016,17.10.2016,"118.620,00 €","49,92%",13129,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
SYSTEM-DATA Schulungs- und Beratungsgesellschaft mbH,Wiedereinstieg in das Berufsleben und berufsbezogenes Fachdeutsch mit speziellem Berufsbezug II,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

",30.05.2016,29.11.2016,"118.620,00 €","49,92%",13129,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
SYSTEM-DATA Schulungs- und Beratungsgesellschaft mbH,Wiedereinstieg in das Berufsleben und berufsbezogenes Fachdeutsch mit speziellem Berufsbezug III,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",01.07.2016,31.12.2016,"118.620,00 €","49,92%",13129,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
SYSTEM-DATA Schulungs- und Beratungsgesellschaft mbH,Wiedereinstieg in das Berufsleben und berufsbezogenes Fachdeutsch mit speziellem Berufsbezug IV,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

",01.09.2016,28.02.2017,"118.620,00 €","49,92%",13129,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
SYSTEM-DATA Schulungs- und Beratungsgesellschaft mbH,Wiedereinstieg in das Berufsleben und berufsbezogenes Fachdeutsch mit speziellem Berufsbezug V,"Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",04.10.2016,03.04.2017,"118.620,00 €","49,92%",13129,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
TACO GmbH,Miles - Schritte zur Selbständigkeit,Miles - Schritte zur Selbständigkeit,17.10.2016,31.07.2017,"10.000,00 €",50%,13403,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Tannenhof Berlin-Brandenburg e.V.,Gesundheit und Lernen,"Die Projektförderung aus Mitteln des Europäischen Sozialfonds (ESF) richtet sich an die Durchführung von Maßnahmen für eine Beschäftigung und Qualifizierung für langzeitarbeitslose suchtmittelgefährdete und suchtmittelabhängige Menschen in Berlin, die nicht nach dem SGB III oder anderen gesetzlichen Grundlagen gefördert werden können.  

  Zuwendungszweck und Ziel: Integration der Zielgruppe in das Arbeits- und Berufsleben und (Wieder-) und Erlangung von arbeitsrelevanten Grundkompetenzen.  

",04.11.2015,31.12.2017,"553.916,12 €","49,84%",12049,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
technischer Jugendbildungsverein in Praxis e.V.,Zurück ins Arbeitsleben,Zurück ins Arbeitsleben,01.12.2016,30.11.2017,"9.763,84 €",50%,12587,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
technischer Jugendbildungsverein in Praxis e.V.,(Re)Aktiv für den Arbeitsmarkt,(Re)Aktiv für den Arbeitsmarkt,01.12.2016,30.11.2017,"9.996,61 €",50%,12587,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Thomas Seidel - Arge IAVM,Motivation durch künstlerische Kreativität,Motivation durch künstlerische Kreativität,01.10.2016,30.04.2017,"7.993,90 €",50%,10245,DE300,"109 - Aktive Inklusion, nicht zuletzt durch die Förderung der Chancengleichheit und aktiver Beteiligung..."
Treff- und Informationsort (TIO) e.V.,Girls' Studio 9,Girls' Studio 10,01.08.2016,31.07.2017,"97.025,46 €",50%,12053,DE300,115 - Verringerung und Verhütung der frühen Beendigung der Schullaufbahn und Förderung des gleichen Zugangs...
Treff- und Informationsort (TIO) e.V.,TIO-Qualifizierungsprojekt,"Gefördert werden Maßnahmen der beruflichen Orientierung und Qualifizierung für Frauen, die erwerbslos bzw. nicht erwerbstätig sind. Die Maßnahmen sollen sich an Frauen richten, die den Einstieg oder den Wiedereinstieg in den Arbeitsmarkt anstreben und  / oder besondere Zugangshemmnisse zum Ausbildungs- bzw. Arbeitsmarkt aufweisen. Die Maßnahmen müssen gleichstellungs- und arbeitsmarkpolitisch zweckmäßig und auf die persönlichen und fachlichen Voraussetzungen der Teilnehmerinnen zugeschnitten sein.

",01.01.2016,28.02.2017,"629.891,11 €",50%,12053,DE300,"105 - Gleichstellung von Frauen und Männern auf allen Gebieten, einschließlich des Zugangs zur Beschäftigung..."
TU Berlin,TU-Gründungsqualifizierung und -beratung,"Sensibilisierung und Qualifizierung von Gründungsinteressierten zur Unternehmesgündung durch - Vermittlung von Methoden zur Erstellung von Ideenskizzen - Identifizierung und Unterstützung von Gründungsinteressierten - Erhöhung der Kompetenzen der Gründungsinteressierten - frühzeitigen Erkennung von Gründungsvorhaben und Unterstützung bei deren Entwicklung.  

    Methoden : - Informationstage (StarTUP Day) - Vorlesungen und Beratungen basierend auf dem Business Model Canvas sowie Beratung von Gründungsinteressierten - Netzwerkveranstaltungen 

  

",01.11.2016,31.03.2019,"1.374.807,71 €",50%,10623,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Umweltbüro für Berlin-Brandenburg e.V.,"Praxisnahe Weiterbildung im Umwelt-, Natur- und Klimaschutz","Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

",11.04.2016,30.11.2016,"52.258,70 €","49,92%",10439,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Umweltbüro für Berlin-Brandenburg e.V.,"Praxisnahe Weiterbildung im Umwelt-, Natur- und Klimaschutz","Mit diesem Projekt wird die berufliche Weiterbildung bzw. die Berufsorientierung von arbeitslosen Personen im SGB-II-Bezug zur Integration oder Reintegration in den allgemeinen Arbeitsmarkt gefördert.

Der Zuwendungszweck entspricht den Förderrichtlinien des Instrumentes Fi20A - Qualifizierung vor Beschäftigung.

 

",13.10.2016,03.05.2017,"52.258,70 €","49,92%",10439,DE300,"117 - Förderung des gleichen Zugangs zum lebenslangen Lernen für alle Altersgruppen im formalen, nichtformalen und informellen..."
Universität der Künste Berlin,FSP: Musik/Darstellende Kunst: WebMediaL – Positionierung und Selbstvermarktung im Social Web,"Qualifizierung Kulturwirtschaft - KuWiQ 

 Erweiterung  der berufsbezogenen nichtkünstlerischen Beratungs- und  Weiterbildungsmöglichkeiten für Selbständige und freiberuflich Tätige in  den Bereichen Musik und darstellende Kunst der Kulturwirtschaft Berlins. Ziel  ist es, den Teilnehmenden durch ein höheres Maß an individueller  berufsbezogener Handlungskompetenz Hilfe zur Selbsthilfe zu geben, um  auf diese Weise 

  *  die Betätigung      auf den kreativwirtschaftlichen Märkten wirtschaftlich ertragreicher zu      gestalten,  

  *  neue      Perspektiven und Chancen am Markt (auch im Ausland) zu eröffnen und 

  *  die wirtschaftliche Existenz der Teilnehmenden mittelfristig zu stabilisieren. 

 ",01.03.2016,31.01.2018,"474.358,69 €","49,61%",10587,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Universität der Künste Berlin,Entrepreneurship for the Arts - Gründungskompetenzen für Kreative,"Sensibilisierung für Existenzgründungen und Stimulierung des Unternehmensgeistes an Hochschulen 

 Durchführung von innovativen Projekten zur Sensibilisierung und Qualifizierung zur Erkennung und Unterstützung von Gründungsinteressierten, um potenziell wachstums- und beschäftigungsstärkende Gründungsvorhaben frühzeitig zu erkennen und in ihrer Entwicklung zu unterstützen. 

  Förderschwerpunkte * Akquise von Teilnehmern *  Durchführung von Qualifizierungs-, Coaching- und Beratungsmaßnahmen für Gründungsinteressierte *  Vermittlung von Methoden zur Erstellung von Ideenskizzen und ggf. Unterstützung bei der Entwicklung von Gründerideen. 

   Methoden : 

  - Beratung und Ideenentwicklung 

  - Weiterbildung im Rahmen der Start up-Sommeruniversität 

  - semesterbegleitende Workshops und Informationsveranstaltungen 

  - Weiterentwicklung des e-learning-Angebotes 

 - Innovations- bzw. Gründerscouting 

 - Zusammenführung komplementärer Gründerterteams 

",01.04.2016,31.03.2019,"1.042.461,11 €","49,42%",10587,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
Universität der Künste Berlin,Artist Training: Refugee Class for Professionals,"Vernetzen und Nahebringen des Berliner Kulturbetriebs für in Berlin lebende geflüchtete Künstlerinnen und Künstler, Autorinnen und Autoren sowie Musikerinnen und Musiker durch 

 - Angebot einer Kontaktstelle,   - Einzelveranstaltungen, - Exkursionen,  - Netzveranstfaltungen,  - Praxisangebote. 

  Qualitative Ziele: - Kennenlernen der Kultur- und Kreativwirtschaft und der      Arbeitswelt in Deutschland, - Kontaktaufnahme zu Firmen, Verbänden und Institutionen, - Vernetzung mit den Akteuren der Kultur- und Kreativwirtschaft, - Kompetenzzuwachs durch Qualifizierung für die Berliner Kultur-      und Kreativwirtschaft. 

",01.10.2016,31.03.2018,"318.363,12 €","49,95%",10587,DE300,"106 - Anpassung der Arbeitskräfte, Unternehmen und Unternehmer an den Wandel"
